category,age,year,division,population
totals,18-24,2013,east_central,40
totals,18-24,2013,pacific,87
totals,18-24,2013,south,134
totals,18-24,2013,south_east,50
totals,18-24,2013,south_west,84
totals,18-24,2013,west_central,62
totals,18-24,2014,north_east,79
totals,25-34,2013,east_central,73
totals,25-34,2013,pacific,121
totals,25-34,2013,south,240
totals,25-34,2013,south_east,91
totals,25-34,2013,south_west,149
totals,25-34,2013,west_central,101
totals,25-34,2014,north_east,122
totals,35-44,2013,east_central,66
totals,35-44,2013,pacific,146
totals,35-44,2013,south,259
totals,35-44,2013,south_east,115
totals,35-44,2013,south_west,144
totals,35-44,2013,west_central,93
totals,35-44,2014,north_east,124
totals,45-54,2013,east_central,101
totals,45-54,2013,pacific,171
totals,45-54,2013,south,242
totals,45-54,2013,south_east,130
totals,45-54,2013,south_west,112
totals,45-54,2013,west_central,95
totals,45-54,2014,north_east,159
totals,55+,2013,east_central,127
totals,55+,2013,pacific,176
totals,55+,2013,south,285
totals,55+,2013,south_east,140
totals,55+,2013,south_west,145
totals,55+,2013,west_central,141
totals,55+,2014,north_east,222
video_game,18-24,2013,east_central,24
video_game,18-24,2013,pacific,42
video_game,18-24,2013,south,69
video_game,18-24,2013,south_east,31
video_game,18-24,2013,south_west,38
video_game,18-24,2013,west_central,32
video_game,18-24,2014,north_east,34
video_game,25-34,2013,east_central,46
video_game,25-34,2013,pacific,61
video_game,25-34,2013,south,121
video_game,25-34,2013,south_east,42
video_game,25-34,2013,south_west,79
video_game,25-34,2013,west_central,57
video_game,25-34,2014,north_east,56
video_game,35-44,2013,east_central,35
video_game,35-44,2013,pacific,62
video_game,35-44,2013,south,130
video_game,35-44,2013,south_east,59
video_game,35-44,2013,south_west,71
video_game,35-44,2013,west_central,48
video_game,35-44,2014,north_east,68
video_game,45-54,2013,east_central,31
video_game,45-54,2013,pacific,55
video_game,45-54,2013,south,61
video_game,45-54,2013,south_east,35
video_game,45-54,2013,south_west,26
video_game,45-54,2013,west_central,30
video_game,45-54,2014,north_east,52
video_game,55+,2013,east_central,32
video_game,55+,2013,pacific,31
video_game,55+,2013,south,50
video_game,55+,2013,south_east,24
video_game,55+,2013,south_west,26
video_game,55+,2013,west_central,13
video_game,55+,2014,north_east,45
digital_music,18-24,2014,north_east,79
tv,18-24,2013,east_central,30
tv,18-24,2013,pacific,73
tv,18-24,2013,south,100
tv,18-24,2013,south_east,33
tv,18-24,2013,south_west,67
tv,18-24,2013,west_central,51
digital_music,25-34,2014,north_east,122
tv,25-34,2013,east_central,65
tv,25-34,2013,pacific,101
tv,25-34,2013,south,205
tv,25-34,2013,south_east,77
tv,25-34,2013,south_west,128
tv,25-34,2013,west_central,91
digital_music,35-44,2014,north_east,124
tv,35-44,2013,east_central,62
tv,35-44,2013,pacific,128
tv,35-44,2013,south,238
tv,35-44,2013,south_east,104
tv,35-44,2013,south_west,134
tv,35-44,2013,west_central,82
digital_music,45-54,2014,north_east,159
tv,45-54,2013,east_central,96
tv,45-54,2013,pacific,156
tv,45-54,2013,south,223
tv,45-54,2013,south_east,122
tv,45-54,2013,south_west,101
tv,45-54,2013,west_central,85
digital_music,55+,2014,north_east,222
tv,55+,2013,east_central,120
tv,55+,2013,pacific,170
tv,55+,2013,south,260
tv,55+,2013,south_east,127
tv,55+,2013,south_west,133
tv,55+,2013,west_central,132
radio,18-24,2013,east_central,31
radio,18-24,2013,pacific,65
radio,18-24,2013,south,104
radio,18-24,2013,south_east,33
radio,18-24,2013,south_west,71
radio,18-24,2013,west_central,43
tv,18-24,2014,north_east,67
radio,25-34,2013,east_central,61
radio,25-34,2013,pacific,102
radio,25-34,2013,south,192
radio,25-34,2013,south_east,70
radio,25-34,2013,south_west,122
radio,25-34,2013,west_central,88
tv,25-34,2014,north_east,103
radio,35-44,2013,east_central,56
radio,35-44,2013,pacific,123
radio,35-44,2013,south,219
radio,35-44,2013,south_east,93
radio,35-44,2013,south_west,126
radio,35-44,2013,west_central,80
tv,35-44,2014,north_east,115
radio,45-54,2013,east_central,81
radio,45-54,2013,pacific,137
radio,45-54,2013,south,187
radio,45-54,2013,south_east,102
radio,45-54,2013,south_west,85
radio,45-54,2013,west_central,78
tv,45-54,2014,north_east,152
radio,55+,2013,east_central,98
radio,55+,2013,pacific,116
radio,55+,2013,south,214
radio,55+,2013,south_east,105
radio,55+,2013,south_west,109
radio,55+,2013,west_central,99
tv,55+,2014,north_east,209
magazine,18-24,2013,east_central,40
magazine,18-24,2013,pacific,83
magazine,18-24,2013,south,131
magazine,18-24,2013,south_east,47
magazine,18-24,2013,south_west,84
magazine,18-24,2013,west_central,62
radio,18-24,2014,north_east,60
magazine,25-34,2013,east_central,72
magazine,25-34,2013,pacific,118
magazine,25-34,2013,south,230
magazine,25-34,2013,south_east,85
magazine,25-34,2013,south_west,145
magazine,25-34,2013,west_central,100
radio,25-34,2014,north_east,96
magazine,35-44,2013,east_central,64
magazine,35-44,2013,pacific,142
magazine,35-44,2013,south,253
magazine,35-44,2013,south_east,114
magazine,35-44,2013,south_west,139
magazine,35-44,2013,west_central,91
radio,35-44,2014,north_east,98
magazine,45-54,2013,east_central,96
magazine,45-54,2013,pacific,169
magazine,45-54,2013,south,229
magazine,45-54,2013,south_east,121
magazine,45-54,2013,south_west,108
magazine,45-54,2013,west_central,91
radio,45-54,2014,north_east,131
magazine,55+,2013,east_central,124
magazine,55+,2013,pacific,169
magazine,55+,2013,south,277
magazine,55+,2013,south_east,138
magazine,55+,2013,south_west,139
magazine,55+,2013,west_central,134
radio,55+,2014,north_east,169
magazine,18-24,2014,north_east,66
movie_goers,18-24,2013,east_central,40
movie_goers,18-24,2013,pacific,87
movie_goers,18-24,2013,south,134
movie_goers,18-24,2013,south_east,50
movie_goers,18-24,2013,south_west,84
movie_goers,18-24,2013,west_central,62
magazine,25-34,2014,north_east,111
movie_goers,25-34,2013,east_central,73
movie_goers,25-34,2013,pacific,121
movie_goers,25-34,2013,south,240
movie_goers,25-34,2013,south_east,91
movie_goers,25-34,2013,south_west,149
movie_goers,25-34,2013,west_central,101
magazine,35-44,2014,north_east,106
movie_goers,35-44,2013,east_central,66
movie_goers,35-44,2013,pacific,146
movie_goers,35-44,2013,south,259
movie_goers,35-44,2013,south_east,115
movie_goers,35-44,2013,south_west,144
movie_goers,35-44,2013,west_central,93
magazine,45-54,2014,north_east,148
movie_goers,45-54,2013,east_central,101
movie_goers,45-54,2013,pacific,171
movie_goers,45-54,2013,south,242
movie_goers,45-54,2013,south_east,130
movie_goers,45-54,2013,south_west,112
movie_goers,45-54,2013,west_central,95
magazine,55+,2014,north_east,215
movie_goers,55+,2013,east_central,127
movie_goers,55+,2013,pacific,176
movie_goers,55+,2013,south,285
movie_goers,55+,2013,south_east,140
movie_goers,55+,2013,south_west,145
movie_goers,55+,2013,west_central,141
movie_goers,18-24,2014,north_east,79
supermarket_goer_last_4_weeks,18-24,2013,east_central,39
supermarket_goer_last_4_weeks,18-24,2013,pacific,86
supermarket_goer_last_4_weeks,18-24,2013,south,133
supermarket_goer_last_4_weeks,18-24,2013,south_east,49
supermarket_goer_last_4_weeks,18-24,2013,south_west,84
supermarket_goer_last_4_weeks,18-24,2013,west_central,62
movie_goers,25-34,2014,north_east,122
supermarket_goer_last_4_weeks,25-34,2013,east_central,73
supermarket_goer_last_4_weeks,25-34,2013,pacific,121
supermarket_goer_last_4_weeks,25-34,2013,south,238
supermarket_goer_last_4_weeks,25-34,2013,south_east,91
supermarket_goer_last_4_weeks,25-34,2013,south_west,147
supermarket_goer_last_4_weeks,25-34,2013,west_central,101
movie_goers,35-44,2014,north_east,124
supermarket_goer_last_4_weeks,35-44,2013,east_central,64
supermarket_goer_last_4_weeks,35-44,2013,pacific,144
supermarket_goer_last_4_weeks,35-44,2013,south,257
supermarket_goer_last_4_weeks,35-44,2013,south_east,114
supermarket_goer_last_4_weeks,35-44,2013,south_west,143
supermarket_goer_last_4_weeks,35-44,2013,west_central,93
movie_goers,45-54,2014,north_east,159
supermarket_goer_last_4_weeks,45-54,2013,east_central,99
supermarket_goer_last_4_weeks,45-54,2013,pacific,170
supermarket_goer_last_4_weeks,45-54,2013,south,241
supermarket_goer_last_4_weeks,45-54,2013,south_east,130
supermarket_goer_last_4_weeks,45-54,2013,south_west,111
supermarket_goer_last_4_weeks,45-54,2013,west_central,95
movie_goers,55+,2014,north_east,222
supermarket_goer_last_4_weeks,55+,2013,east_central,126
supermarket_goer_last_4_weeks,55+,2013,pacific,172
supermarket_goer_last_4_weeks,55+,2013,south,283
supermarket_goer_last_4_weeks,55+,2013,south_east,139
supermarket_goer_last_4_weeks,55+,2013,south_west,144
supermarket_goer_last_4_weeks,55+,2013,west_central,138
supermarket_goer_last_4_weeks,18-24,2014,north_east,79
tablet_owner,18-24,2013,east_central,10
tablet_owner,18-24,2013,pacific,30
tablet_owner,18-24,2013,south,38
tablet_owner,18-24,2013,south_east,19
tablet_owner,18-24,2013,south_west,19
tablet_owner,18-24,2013,west_central,22
supermarket_goer_last_4_weeks,25-34,2014,north_east,122
tablet_owner,25-34,2013,east_central,25
tablet_owner,25-34,2013,pacific,48
tablet_owner,25-34,2013,south,94
tablet_owner,25-34,2013,south_east,34
tablet_owner,25-34,2013,south_west,60
tablet_owner,25-34,2013,west_central,44
supermarket_goer_last_4_weeks,35-44,2014,north_east,123
tablet_owner,35-44,2013,east_central,23
tablet_owner,35-44,2013,pacific,65
tablet_owner,35-44,2013,south,106
tablet_owner,35-44,2013,south_east,50
tablet_owner,35-44,2013,south_west,56
tablet_owner,35-44,2013,west_central,40
supermarket_goer_last_4_weeks,45-54,2014,north_east,156
tablet_owner,45-54,2013,east_central,36
tablet_owner,45-54,2013,pacific,65
tablet_owner,45-54,2013,south,83
tablet_owner,45-54,2013,south_east,51
tablet_owner,45-54,2013,south_west,32
tablet_owner,45-54,2013,west_central,37
supermarket_goer_last_4_weeks,55+,2014,north_east,221
tablet_owner,55+,2013,east_central,31
tablet_owner,55+,2013,pacific,49
tablet_owner,55+,2013,south,90
tablet_owner,55+,2013,south_east,48
tablet_owner,55+,2013,south_west,42
tablet_owner,55+,2013,west_central,28
all_live_theater/concerts/dance-attended_last_12_months,18-24,2013,east_central,26
all_live_theater/concerts/dance-attended_last_12_months,18-24,2013,pacific,50
all_live_theater/concerts/dance-attended_last_12_months,18-24,2013,south,70
all_live_theater/concerts/dance-attended_last_12_months,18-24,2013,south_east,31
all_live_theater/concerts/dance-attended_last_12_months,18-24,2013,south_west,39
all_live_theater/concerts/dance-attended_last_12_months,18-24,2013,west_central,41
tablet_owner,18-24,2014,north_east,30
all_live_theater/concerts/dance-attended_last_12_months,25-34,2013,east_central,40
all_live_theater/concerts/dance-attended_last_12_months,25-34,2013,pacific,68
all_live_theater/concerts/dance-attended_last_12_months,25-34,2013,south,110
all_live_theater/concerts/dance-attended_last_12_months,25-34,2013,south_east,46
all_live_theater/concerts/dance-attended_last_12_months,25-34,2013,south_west,64
all_live_theater/concerts/dance-attended_last_12_months,25-34,2013,west_central,58
tablet_owner,25-34,2014,north_east,69
all_live_theater/concerts/dance-attended_last_12_months,35-44,2013,east_central,34
all_live_theater/concerts/dance-attended_last_12_months,35-44,2013,pacific,84
all_live_theater/concerts/dance-attended_last_12_months,35-44,2013,south,135
all_live_theater/concerts/dance-attended_last_12_months,35-44,2013,south_east,67
all_live_theater/concerts/dance-attended_last_12_months,35-44,2013,south_west,68
all_live_theater/concerts/dance-attended_last_12_months,35-44,2013,west_central,54
tablet_owner,35-44,2014,north_east,69
all_live_theater/concerts/dance-attended_last_12_months,45-54,2013,east_central,65
all_live_theater/concerts/dance-attended_last_12_months,45-54,2013,pacific,98
all_live_theater/concerts/dance-attended_last_12_months,45-54,2013,south,124
all_live_theater/concerts/dance-attended_last_12_months,45-54,2013,south_east,70
all_live_theater/concerts/dance-attended_last_12_months,45-54,2013,south_west,54
all_live_theater/concerts/dance-attended_last_12_months,45-54,2013,west_central,51
tablet_owner,45-54,2014,north_east,75
all_live_theater/concerts/dance-attended_last_12_months,55+,2013,east_central,68
all_live_theater/concerts/dance-attended_last_12_months,55+,2013,pacific,81
all_live_theater/concerts/dance-attended_last_12_months,55+,2013,south,121
all_live_theater/concerts/dance-attended_last_12_months,55+,2013,south_east,62
all_live_theater/concerts/dance-attended_last_12_months,55+,2013,south_west,59
all_live_theater/concerts/dance-attended_last_12_months,55+,2013,west_central,71
tablet_owner,55+,2014,north_east,87
all_live_theater/concerts/dance-attended_last_12_months,18-24,2014,north_east,54
social_media_[social_media_user],18-24,2013,east_central,38
social_media_[social_media_user],18-24,2013,pacific,84
social_media_[social_media_user],18-24,2013,south,129
social_media_[social_media_user],18-24,2013,south_east,48
social_media_[social_media_user],18-24,2013,south_west,81
social_media_[social_media_user],18-24,2013,west_central,60
all_live_theater/concerts/dance-attended_last_12_months,25-34,2014,north_east,78
social_media_[social_media_user],25-34,2013,east_central,70
social_media_[social_media_user],25-34,2013,pacific,116
social_media_[social_media_user],25-34,2013,south,227
social_media_[social_media_user],25-34,2013,south_east,91
social_media_[social_media_user],25-34,2013,south_west,136
social_media_[social_media_user],25-34,2013,west_central,100
all_live_theater/concerts/dance-attended_last_12_months,35-44,2014,north_east,81
social_media_[social_media_user],35-44,2013,east_central,60
social_media_[social_media_user],35-44,2013,pacific,138
social_media_[social_media_user],35-44,2013,south,233
social_media_[social_media_user],35-44,2013,south_east,102
social_media_[social_media_user],35-44,2013,south_west,131
social_media_[social_media_user],35-44,2013,west_central,90
all_live_theater/concerts/dance-attended_last_12_months,45-54,2014,north_east,93
social_media_[social_media_user],45-54,2013,east_central,84
social_media_[social_media_user],45-54,2013,pacific,145
social_media_[social_media_user],45-54,2013,south,209
social_media_[social_media_user],45-54,2013,south_east,112
social_media_[social_media_user],45-54,2013,south_west,97
social_media_[social_media_user],45-54,2013,west_central,72
all_live_theater/concerts/dance-attended_last_12_months,55+,2014,north_east,137
social_media_[social_media_user],55+,2013,east_central,94
social_media_[social_media_user],55+,2013,pacific,114
social_media_[social_media_user],55+,2013,south,203
social_media_[social_media_user],55+,2013,south_east,102
social_media_[social_media_user],55+,2013,south_west,101
social_media_[social_media_user],55+,2013,west_central,93
social_media_[social_media_user],18-24,2014,north_east,78
totals,18-24,2014,east_central,49
totals,18-24,2014,pacific,83
totals,18-24,2014,south,175
totals,18-24,2014,south_east,64
totals,18-24,2014,south_west,111
totals,18-24,2014,west_central,68
social_media_[social_media_user],25-34,2014,north_east,117
totals,25-34,2014,east_central,90
totals,25-34,2014,pacific,137
totals,25-34,2014,south,290
totals,25-34,2014,south_east,97
totals,25-34,2014,south_west,193
totals,25-34,2014,west_central,111
social_media_[social_media_user],35-44,2014,north_east,122
totals,35-44,2014,east_central,105
totals,35-44,2014,pacific,153
totals,35-44,2014,south,322
totals,35-44,2014,south_east,120
totals,35-44,2014,south_west,202
totals,35-44,2014,west_central,109
social_media_[social_media_user],45-54,2014,north_east,132
totals,45-54,2014,east_central,95
totals,45-54,2014,pacific,144
totals,45-54,2014,south,303
totals,45-54,2014,south_east,133
totals,45-54,2014,south_west,170
totals,45-54,2014,west_central,131
social_media_[social_media_user],55+,2014,north_east,160
totals,55+,2014,east_central,112
totals,55+,2014,pacific,173
totals,55+,2014,south,330
totals,55+,2014,south_east,146
totals,55+,2014,south_west,340
totals,55+,2014,west_central,164
totals,18-24,2015,north_east,60
video_game,18-24,2014,east_central,26
video_game,18-24,2014,pacific,37
video_game,18-24,2014,south,92
video_game,18-24,2014,south_east,33
video_game,18-24,2014,south_west,59
video_game,18-24,2014,west_central,24
totals,25-34,2015,north_east,110
video_game,25-34,2014,east_central,53
video_game,25-34,2014,pacific,61
video_game,25-34,2014,south,142
video_game,25-34,2014,south_east,47
video_game,25-34,2014,south_west,95
video_game,25-34,2014,west_central,67
totals,35-44,2015,north_east,122
video_game,35-44,2014,east_central,58
video_game,35-44,2014,pacific,77
video_game,35-44,2014,south,133
video_game,35-44,2014,south_east,49
video_game,35-44,2014,south_west,84
video_game,35-44,2014,west_central,56
totals,45-54,2015,north_east,150
video_game,45-54,2014,east_central,33
video_game,45-54,2014,pacific,51
video_game,45-54,2014,south,86
video_game,45-54,2014,south_east,44
video_game,45-54,2014,south_west,42
video_game,45-54,2014,west_central,47
totals,55+,2015,north_east,196
video_game,55+,2014,east_central,16
video_game,55+,2014,pacific,40
video_game,55+,2014,south,65
video_game,55+,2014,south_east,33
video_game,55+,2014,south_west,64
video_game,55+,2014,west_central,37
digital_music,18-24,2014,east_central,49
digital_music,18-24,2014,pacific,83
digital_music,18-24,2014,south,175
digital_music,18-24,2014,south_east,64
digital_music,18-24,2014,south_west,111
digital_music,18-24,2014,west_central,68
video_game,18-24,2015,north_east,22
digital_music,25-34,2014,east_central,90
digital_music,25-34,2014,pacific,137
digital_music,25-34,2014,south,290
digital_music,25-34,2014,south_east,97
digital_music,25-34,2014,south_west,193
digital_music,25-34,2014,west_central,111
video_game,25-34,2015,north_east,50
digital_music,35-44,2014,east_central,105
digital_music,35-44,2014,pacific,153
digital_music,35-44,2014,south,322
digital_music,35-44,2014,south_east,120
digital_music,35-44,2014,south_west,202
digital_music,35-44,2014,west_central,109
video_game,35-44,2015,north_east,56
digital_music,45-54,2014,east_central,95
digital_music,45-54,2014,pacific,144
digital_music,45-54,2014,south,303
digital_music,45-54,2014,south_east,133
digital_music,45-54,2014,south_west,170
digital_music,45-54,2014,west_central,131
video_game,45-54,2015,north_east,51
digital_music,55+,2014,east_central,112
digital_music,55+,2014,pacific,173
digital_music,55+,2014,south,330
digital_music,55+,2014,south_east,146
digital_music,55+,2014,south_west,340
digital_music,55+,2014,west_central,164
video_game,55+,2015,north_east,36
streaming_video,18-24,2015,north_east,45
tv,18-24,2014,east_central,40
tv,18-24,2014,pacific,63
tv,18-24,2014,south,131
tv,18-24,2014,south_east,48
tv,18-24,2014,south_west,83
tv,18-24,2014,west_central,54
streaming_video,25-34,2015,north_east,90
tv,25-34,2014,east_central,76
tv,25-34,2014,pacific,105
tv,25-34,2014,south,246
tv,25-34,2014,south_east,84
tv,25-34,2014,south_west,162
tv,25-34,2014,west_central,96
streaming_video,35-44,2015,north_east,102
tv,35-44,2014,east_central,91
tv,35-44,2014,pacific,135
tv,35-44,2014,south,290
tv,35-44,2014,south_east,105
tv,35-44,2014,south_west,185
tv,35-44,2014,west_central,98
streaming_video,45-54,2015,north_east,119
tv,45-54,2014,east_central,91
tv,45-54,2014,pacific,134
tv,45-54,2014,south,281
tv,45-54,2014,south_east,122
tv,45-54,2014,south_west,159
tv,45-54,2014,west_central,122
streaming_video,55+,2015,north_east,127
tv,55+,2014,east_central,101
tv,55+,2014,pacific,155
tv,55+,2014,south,315
tv,55+,2014,south_east,138
tv,55+,2014,south_west,327
tv,55+,2014,west_central,152
digital_music,18-24,2015,north_east,46
radio,18-24,2014,east_central,40
radio,18-24,2014,pacific,64
radio,18-24,2014,south,131
radio,18-24,2014,south_east,48
radio,18-24,2014,south_west,83
radio,18-24,2014,west_central,53
digital_music,25-34,2015,north_east,80
radio,25-34,2014,east_central,77
radio,25-34,2014,pacific,107
radio,25-34,2014,south,243
radio,25-34,2014,south_east,77
radio,25-34,2014,south_west,166
radio,25-34,2014,west_central,85
digital_music,35-44,2015,north_east,70
radio,35-44,2014,east_central,91
radio,35-44,2014,pacific,128
radio,35-44,2014,south,264
radio,35-44,2014,south_east,96
radio,35-44,2014,south_west,168
radio,35-44,2014,west_central,95
digital_music,45-54,2015,north_east,71
radio,45-54,2014,east_central,76
radio,45-54,2014,pacific,118
radio,45-54,2014,south,247
radio,45-54,2014,south_east,104
radio,45-54,2014,south_west,143
radio,45-54,2014,west_central,110
digital_music,55+,2015,north_east,41
radio,55+,2014,east_central,81
radio,55+,2014,pacific,125
radio,55+,2014,south,229
radio,55+,2014,south_east,95
radio,55+,2014,south_west,247
radio,55+,2014,west_central,125
magazine,18-24,2014,east_central,39
magazine,18-24,2014,pacific,72
magazine,18-24,2014,south,142
magazine,18-24,2014,south_east,54
magazine,18-24,2014,south_west,88
magazine,18-24,2014,west_central,58
tv,18-24,2015,north_east,42
magazine,25-34,2014,east_central,74
magazine,25-34,2014,pacific,123
magazine,25-34,2014,south,249
magazine,25-34,2014,south_east,85
magazine,25-34,2014,south_west,164
magazine,25-34,2014,west_central,94
tv,25-34,2015,north_east,82
magazine,35-44,2014,east_central,95
magazine,35-44,2014,pacific,137
magazine,35-44,2014,south,276
magazine,35-44,2014,south_east,102
magazine,35-44,2014,south_west,174
magazine,35-44,2014,west_central,99
tv,35-44,2015,north_east,111
magazine,45-54,2014,east_central,87
magazine,45-54,2014,pacific,135
magazine,45-54,2014,south,265
magazine,45-54,2014,south_east,113
magazine,45-54,2014,south_west,152
magazine,45-54,2014,west_central,123
tv,45-54,2015,north_east,143
magazine,55+,2014,east_central,107
magazine,55+,2014,pacific,162
magazine,55+,2014,south,306
magazine,55+,2014,south_east,135
magazine,55+,2014,south_west,307
magazine,55+,2014,west_central,160
tv,55+,2015,north_east,189
movie_goers,18-24,2014,east_central,49
movie_goers,18-24,2014,pacific,83
movie_goers,18-24,2014,south,175
movie_goers,18-24,2014,south_east,64
movie_goers,18-24,2014,south_west,111
movie_goers,18-24,2014,west_central,68
radio,18-24,2015,north_east,48
movie_goers,25-34,2014,east_central,90
movie_goers,25-34,2014,pacific,137
movie_goers,25-34,2014,south,290
movie_goers,25-34,2014,south_east,97
movie_goers,25-34,2014,south_west,193
movie_goers,25-34,2014,west_central,111
radio,25-34,2015,north_east,84
movie_goers,35-44,2014,east_central,105
movie_goers,35-44,2014,pacific,153
movie_goers,35-44,2014,south,322
movie_goers,35-44,2014,south_east,120
movie_goers,35-44,2014,south_west,202
movie_goers,35-44,2014,west_central,109
radio,35-44,2015,north_east,103
movie_goers,45-54,2014,east_central,95
movie_goers,45-54,2014,pacific,144
movie_goers,45-54,2014,south,303
movie_goers,45-54,2014,south_east,133
movie_goers,45-54,2014,south_west,170
movie_goers,45-54,2014,west_central,131
radio,45-54,2015,north_east,144
movie_goers,55+,2014,east_central,112
movie_goers,55+,2014,pacific,173
movie_goers,55+,2014,south,330
movie_goers,55+,2014,south_east,146
movie_goers,55+,2014,south_west,340
movie_goers,55+,2014,west_central,164
radio,55+,2015,north_east,182
magazine,18-24,2015,north_east,60
supermarket_goer_last_4_weeks,18-24,2014,east_central,49
supermarket_goer_last_4_weeks,18-24,2014,pacific,83
supermarket_goer_last_4_weeks,18-24,2014,south,173
supermarket_goer_last_4_weeks,18-24,2014,south_east,64
supermarket_goer_last_4_weeks,18-24,2014,south_west,109
supermarket_goer_last_4_weeks,18-24,2014,west_central,65
magazine,25-34,2015,north_east,110
supermarket_goer_last_4_weeks,25-34,2014,east_central,90
supermarket_goer_last_4_weeks,25-34,2014,pacific,137
supermarket_goer_last_4_weeks,25-34,2014,south,288
supermarket_goer_last_4_weeks,25-34,2014,south_east,97
supermarket_goer_last_4_weeks,25-34,2014,south_west,191
supermarket_goer_last_4_weeks,25-34,2014,west_central,110
magazine,35-44,2015,north_east,122
supermarket_goer_last_4_weeks,35-44,2014,east_central,105
supermarket_goer_last_4_weeks,35-44,2014,pacific,151
supermarket_goer_last_4_weeks,35-44,2014,south,317
supermarket_goer_last_4_weeks,35-44,2014,south_east,120
supermarket_goer_last_4_weeks,35-44,2014,south_west,197
supermarket_goer_last_4_weeks,35-44,2014,west_central,107
magazine,45-54,2015,north_east,150
supermarket_goer_last_4_weeks,45-54,2014,east_central,94
supermarket_goer_last_4_weeks,45-54,2014,pacific,144
supermarket_goer_last_4_weeks,45-54,2014,south,301
supermarket_goer_last_4_weeks,45-54,2014,south_east,132
supermarket_goer_last_4_weeks,45-54,2014,south_west,169
supermarket_goer_last_4_weeks,45-54,2014,west_central,131
magazine,55+,2015,north_east,196
supermarket_goer_last_4_weeks,55+,2014,east_central,111
supermarket_goer_last_4_weeks,55+,2014,pacific,171
supermarket_goer_last_4_weeks,55+,2014,south,329
supermarket_goer_last_4_weeks,55+,2014,south_east,145
supermarket_goer_last_4_weeks,55+,2014,south_west,337
supermarket_goer_last_4_weeks,55+,2014,west_central,161
movie_goers,18-24,2015,north_east,58
tablet_owner,18-24,2014,east_central,17
tablet_owner,18-24,2014,pacific,31
tablet_owner,18-24,2014,south,64
tablet_owner,18-24,2014,south_east,22
tablet_owner,18-24,2014,south_west,42
tablet_owner,18-24,2014,west_central,24
movie_goers,25-34,2015,north_east,109
tablet_owner,25-34,2014,east_central,50
tablet_owner,25-34,2014,pacific,72
tablet_owner,25-34,2014,south,144
tablet_owner,25-34,2014,south_east,50
tablet_owner,25-34,2014,south_west,94
tablet_owner,25-34,2014,west_central,55
movie_goers,35-44,2015,north_east,122
tablet_owner,35-44,2014,east_central,57
tablet_owner,35-44,2014,pacific,95
tablet_owner,35-44,2014,south,159
tablet_owner,35-44,2014,south_east,61
tablet_owner,35-44,2014,south_west,98
tablet_owner,35-44,2014,west_central,60
movie_goers,45-54,2015,north_east,149
tablet_owner,45-54,2014,east_central,38
tablet_owner,45-54,2014,pacific,60
tablet_owner,45-54,2014,south,157
tablet_owner,45-54,2014,south_east,71
tablet_owner,45-54,2014,south_west,86
tablet_owner,45-54,2014,west_central,49
movie_goers,55+,2015,north_east,195
tablet_owner,55+,2014,east_central,34
tablet_owner,55+,2014,pacific,64
tablet_owner,55+,2014,south,111
tablet_owner,55+,2014,south_east,52
tablet_owner,55+,2014,south_west,99
tablet_owner,55+,2014,west_central,69
all_live_theater/concerts/dance-attended_last_12_months,18-24,2014,east_central,23
all_live_theater/concerts/dance-attended_last_12_months,18-24,2014,pacific,51
all_live_theater/concerts/dance-attended_last_12_months,18-24,2014,south,92
all_live_theater/concerts/dance-attended_last_12_months,18-24,2014,south_east,36
all_live_theater/concerts/dance-attended_last_12_months,18-24,2014,south_west,56
all_live_theater/concerts/dance-attended_last_12_months,18-24,2014,west_central,49
supermarket_goer_last_4_weeks,18-24,2015,north_east,28
all_live_theater/concerts/dance-attended_last_12_months,25-34,2014,east_central,42
all_live_theater/concerts/dance-attended_last_12_months,25-34,2014,pacific,82
all_live_theater/concerts/dance-attended_last_12_months,25-34,2014,south,158
