category,age,year,division,population
all_live_theater/concerts/dance-attended_last_12_months,25-34,2014,south_east,52
all_live_theater/concerts/dance-attended_last_12_months,25-34,2014,south_west,106
all_live_theater/concerts/dance-attended_last_12_months,25-34,2014,west_central,59
supermarket_goer_last_4_weeks,25-34,2015,north_east,53
all_live_theater/concerts/dance-attended_last_12_months,35-44,2014,east_central,65
all_live_theater/concerts/dance-attended_last_12_months,35-44,2014,pacific,88
all_live_theater/concerts/dance-attended_last_12_months,35-44,2014,south,164
all_live_theater/concerts/dance-attended_last_12_months,35-44,2014,south_east,62
all_live_theater/concerts/dance-attended_last_12_months,35-44,2014,south_west,102
all_live_theater/concerts/dance-attended_last_12_months,35-44,2014,west_central,68
supermarket_goer_last_4_weeks,35-44,2015,north_east,77
all_live_theater/concerts/dance-attended_last_12_months,45-54,2014,east_central,51
all_live_theater/concerts/dance-attended_last_12_months,45-54,2014,pacific,78
all_live_theater/concerts/dance-attended_last_12_months,45-54,2014,south,168
all_live_theater/concerts/dance-attended_last_12_months,45-54,2014,south_east,71
all_live_theater/concerts/dance-attended_last_12_months,45-54,2014,south_west,97
all_live_theater/concerts/dance-attended_last_12_months,45-54,2014,west_central,73
supermarket_goer_last_4_weeks,45-54,2015,north_east,84
all_live_theater/concerts/dance-attended_last_12_months,55+,2014,east_central,59
all_live_theater/concerts/dance-attended_last_12_months,55+,2014,pacific,90
all_live_theater/concerts/dance-attended_last_12_months,55+,2014,south,162
all_live_theater/concerts/dance-attended_last_12_months,55+,2014,south_east,73
all_live_theater/concerts/dance-attended_last_12_months,55+,2014,south_west,148
all_live_theater/concerts/dance-attended_last_12_months,55+,2014,west_central,84
supermarket_goer_last_4_weeks,55+,2015,north_east,81
social_media_[social_media_user],18-24,2014,east_central,48
social_media_[social_media_user],18-24,2014,pacific,83
social_media_[social_media_user],18-24,2014,south,171
social_media_[social_media_user],18-24,2014,south_east,61
social_media_[social_media_user],18-24,2014,south_west,110
social_media_[social_media_user],18-24,2014,west_central,67
tablet_owner,18-24,2015,north_east,38
social_media_[social_media_user],25-34,2014,east_central,88
social_media_[social_media_user],25-34,2014,pacific,134
social_media_[social_media_user],25-34,2014,south,281
social_media_[social_media_user],25-34,2014,south_east,94
social_media_[social_media_user],25-34,2014,south_west,187
social_media_[social_media_user],25-34,2014,west_central,105
tablet_owner,25-34,2015,north_east,85
social_media_[social_media_user],35-44,2014,east_central,97
social_media_[social_media_user],35-44,2014,pacific,142
social_media_[social_media_user],35-44,2014,south,299
social_media_[social_media_user],35-44,2014,south_east,116
social_media_[social_media_user],35-44,2014,south_west,183
social_media_[social_media_user],35-44,2014,west_central,101
tablet_owner,35-44,2015,north_east,89
social_media_[social_media_user],45-54,2014,east_central,84
social_media_[social_media_user],45-54,2014,pacific,123
social_media_[social_media_user],45-54,2014,south,274
social_media_[social_media_user],45-54,2014,south_east,121
social_media_[social_media_user],45-54,2014,south_west,153
social_media_[social_media_user],45-54,2014,west_central,113
tablet_owner,45-54,2015,north_east,104
social_media_[social_media_user],55+,2014,east_central,75
social_media_[social_media_user],55+,2014,pacific,128
social_media_[social_media_user],55+,2014,south,224
social_media_[social_media_user],55+,2014,south_east,105
social_media_[social_media_user],55+,2014,south_west,222
social_media_[social_media_user],55+,2014,west_central,118
tablet_owner,55+,2015,north_east,118
all_live_theater/concerts/dance-attended_last_12_months,18-24,2015,north_east,60
totals,18-24,2015,east_central,42
totals,18-24,2015,pacific,85
totals,18-24,2015,south,135
totals,18-24,2015,south_east,35
totals,18-24,2015,south_west,100
totals,18-24,2015,west_central,52
all_live_theater/concerts/dance-attended_last_12_months,25-34,2015,north_east,109
totals,25-34,2015,east_central,84
totals,25-34,2015,pacific,142
totals,25-34,2015,south,233
totals,25-34,2015,south_east,79
totals,25-34,2015,south_west,154
totals,25-34,2015,west_central,108
all_live_theater/concerts/dance-attended_last_12_months,35-44,2015,north_east,115
totals,35-44,2015,east_central,99
totals,35-44,2015,pacific,143
totals,35-44,2015,south,238
totals,35-44,2015,south_east,96
totals,35-44,2015,south_west,142
totals,35-44,2015,west_central,129
all_live_theater/concerts/dance-attended_last_12_months,45-54,2015,north_east,137
totals,45-54,2015,east_central,93
totals,45-54,2015,pacific,121
totals,45-54,2015,south,210
totals,45-54,2015,south_east,94
totals,45-54,2015,south_west,116
totals,45-54,2015,west_central,126
all_live_theater/concerts/dance-attended_last_12_months,55+,2015,north_east,144
totals,55+,2015,east_central,109
totals,55+,2015,pacific,176
totals,55+,2015,south,317
totals,55+,2015,south_east,159
totals,55+,2015,south_west,158
totals,55+,2015,west_central,157
social_media_[social_media_user],18-24,2015,north_east,43
video_game,18-24,2015,east_central,20
video_game,18-24,2015,pacific,31
video_game,18-24,2015,south,58
video_game,18-24,2015,south_east,13
video_game,18-24,2015,south_west,45
video_game,18-24,2015,west_central,25
social_media_[social_media_user],25-34,2015,north_east,86
video_game,25-34,2015,east_central,46
video_game,25-34,2015,pacific,68
video_game,25-34,2015,south,102
video_game,25-34,2015,south_east,41
video_game,25-34,2015,south_west,61
video_game,25-34,2015,west_central,47
social_media_[social_media_user],35-44,2015,north_east,99
video_game,35-44,2015,east_central,45
video_game,35-44,2015,pacific,68
video_game,35-44,2015,south,97
video_game,35-44,2015,south_east,39
video_game,35-44,2015,south_west,58
video_game,35-44,2015,west_central,76
social_media_[social_media_user],45-54,2015,north_east,122
video_game,45-54,2015,east_central,30
video_game,45-54,2015,pacific,40
video_game,45-54,2015,south,57
video_game,45-54,2015,south_east,30
video_game,45-54,2015,south_west,27
video_game,45-54,2015,west_central,50
social_media_[social_media_user],55+,2015,north_east,143
video_game,55+,2015,east_central,24
video_game,55+,2015,pacific,33
video_game,55+,2015,south,42
video_game,55+,2015,south_east,25
video_game,55+,2015,south_west,17
video_game,55+,2015,west_central,24
streaming_video,18-24,2015,east_central,31
streaming_video,18-24,2015,pacific,67
streaming_video,18-24,2015,south,114
streaming_video,18-24,2015,south_east,25
streaming_video,18-24,2015,south_west,89
streaming_video,18-24,2015,west_central,42
totals,18-24,2016,north_east,96
streaming_video,25-34,2015,east_central,62
streaming_video,25-34,2015,pacific,118
streaming_video,25-34,2015,south,178
streaming_video,25-34,2015,south_east,62
streaming_video,25-34,2015,south_west,116
streaming_video,25-34,2015,west_central,86
totals,25-34,2016,north_east,55
streaming_video,35-44,2015,east_central,67
streaming_video,35-44,2015,pacific,104
streaming_video,35-44,2015,south,182
streaming_video,35-44,2015,south_east,79
streaming_video,35-44,2015,south_west,103
streaming_video,35-44,2015,west_central,105
totals,35-44,2016,north_east,117
streaming_video,45-54,2015,east_central,70
streaming_video,45-54,2015,pacific,93
streaming_video,45-54,2015,south,158
streaming_video,45-54,2015,south_east,72
streaming_video,45-54,2015,south_west,86
streaming_video,45-54,2015,west_central,89
totals,45-54,2016,north_east,82
streaming_video,55+,2015,east_central,80
streaming_video,55+,2015,pacific,138
streaming_video,55+,2015,south,229
streaming_video,55+,2015,south_east,116
streaming_video,55+,2015,south_west,113
streaming_video,55+,2015,west_central,110
totals,55+,2016,north_east,152
tv,18-24,2015,east_central,26
tv,18-24,2015,pacific,60
tv,18-24,2015,south,112
tv,18-24,2015,south_east,27
tv,18-24,2015,south_west,85
tv,18-24,2015,west_central,45
video_game,18-24,2016,north_east,67
tv,25-34,2015,east_central,62
tv,25-34,2015,pacific,116
tv,25-34,2015,south,199
tv,25-34,2015,south_east,69
tv,25-34,2015,south_west,130
tv,25-34,2015,west_central,91
video_game,25-34,2016,north_east,30
tv,35-44,2015,east_central,87
tv,35-44,2015,pacific,126
tv,35-44,2015,south,211
tv,35-44,2015,south_east,88
tv,35-44,2015,south_west,123
tv,35-44,2015,west_central,119
video_game,35-44,2016,north_east,37
tv,45-54,2015,east_central,82
tv,45-54,2015,pacific,98
tv,45-54,2015,south,190
tv,45-54,2015,south_east,83
tv,45-54,2015,south_west,107
tv,45-54,2015,west_central,114
video_game,45-54,2016,north_east,63
tv,55+,2015,east_central,105
tv,55+,2015,pacific,160
tv,55+,2015,south,299
tv,55+,2015,south_east,151
tv,55+,2015,south_west,148
tv,55+,2015,west_central,143
video_game,55+,2016,north_east,22
magazine,18-24,2015,east_central,28
magazine,18-24,2015,pacific,65
magazine,18-24,2015,south,104
magazine,18-24,2015,south_east,28
magazine,18-24,2015,south_west,76
magazine,18-24,2015,west_central,41
streaming_video,18-24,2016,north_east,85
magazine,25-34,2015,east_central,71
magazine,25-34,2015,pacific,117
magazine,25-34,2015,south,178
magazine,25-34,2015,south_east,66
magazine,25-34,2015,south_west,112
magazine,25-34,2015,west_central,83
streaming_video,25-34,2016,north_east,48
magazine,35-44,2015,east_central,82
magazine,35-44,2015,pacific,119
magazine,35-44,2015,south,204
magazine,35-44,2015,south_east,87
magazine,35-44,2015,south_west,117
magazine,35-44,2015,west_central,116
streaming_video,35-44,2016,north_east,93
magazine,45-54,2015,east_central,82
magazine,45-54,2015,pacific,100
magazine,45-54,2015,south,182
magazine,45-54,2015,south_east,84
magazine,45-54,2015,south_west,98
magazine,45-54,2015,west_central,113
streaming_video,45-54,2016,north_east,69
magazine,55+,2015,east_central,92
magazine,55+,2015,pacific,160
magazine,55+,2015,south,291
magazine,55+,2015,south_east,144
magazine,55+,2015,south_west,147
magazine,55+,2015,west_central,144
streaming_video,55+,2016,north_east,103
digital_music,18-24,2016,north_east,96
movie_goers,18-24,2015,east_central,42
movie_goers,18-24,2015,pacific,85
movie_goers,18-24,2015,south,135
movie_goers,18-24,2015,south_east,35
movie_goers,18-24,2015,south_west,100
movie_goers,18-24,2015,west_central,52
digital_music,25-34,2016,north_east,55
movie_goers,25-34,2015,east_central,84
movie_goers,25-34,2015,pacific,142
movie_goers,25-34,2015,south,233
movie_goers,25-34,2015,south_east,79
movie_goers,25-34,2015,south_west,154
movie_goers,25-34,2015,west_central,108
digital_music,35-44,2016,north_east,117
movie_goers,35-44,2015,east_central,99
movie_goers,35-44,2015,pacific,143
movie_goers,35-44,2015,south,238
movie_goers,35-44,2015,south_east,96
movie_goers,35-44,2015,south_west,142
movie_goers,35-44,2015,west_central,129
digital_music,45-54,2016,north_east,82
movie_goers,45-54,2015,east_central,93
movie_goers,45-54,2015,pacific,121
movie_goers,45-54,2015,south,210
movie_goers,45-54,2015,south_east,94
movie_goers,45-54,2015,south_west,116
movie_goers,45-54,2015,west_central,126
digital_music,55+,2016,north_east,152
movie_goers,55+,2015,east_central,109
movie_goers,55+,2015,pacific,176
movie_goers,55+,2015,south,317
movie_goers,55+,2015,south_east,159
movie_goers,55+,2015,south_west,158
movie_goers,55+,2015,west_central,157
supermarket_goer_last_4_weeks,18-24,2015,east_central,42
supermarket_goer_last_4_weeks,18-24,2015,pacific,84
supermarket_goer_last_4_weeks,18-24,2015,south,131
supermarket_goer_last_4_weeks,18-24,2015,south_east,35
supermarket_goer_last_4_weeks,18-24,2015,south_west,96
supermarket_goer_last_4_weeks,18-24,2015,west_central,51
tv,18-24,2016,north_east,73
supermarket_goer_last_4_weeks,25-34,2015,east_central,84
supermarket_goer_last_4_weeks,25-34,2015,pacific,141
supermarket_goer_last_4_weeks,25-34,2015,south,230
supermarket_goer_last_4_weeks,25-34,2015,south_east,78
supermarket_goer_last_4_weeks,25-34,2015,south_west,152
supermarket_goer_last_4_weeks,25-34,2015,west_central,108
tv,25-34,2016,north_east,41
supermarket_goer_last_4_weeks,35-44,2015,east_central,99
supermarket_goer_last_4_weeks,35-44,2015,pacific,142
supermarket_goer_last_4_weeks,35-44,2015,south,238
supermarket_goer_last_4_weeks,35-44,2015,south_east,96
supermarket_goer_last_4_weeks,35-44,2015,south_west,142
supermarket_goer_last_4_weeks,35-44,2015,west_central,129
tv,35-44,2016,north_east,110
supermarket_goer_last_4_weeks,45-54,2015,east_central,92
supermarket_goer_last_4_weeks,45-54,2015,pacific,119
supermarket_goer_last_4_weeks,45-54,2015,south,209
supermarket_goer_last_4_weeks,45-54,2015,south_east,94
supermarket_goer_last_4_weeks,45-54,2015,south_west,115
supermarket_goer_last_4_weeks,45-54,2015,west_central,124
tv,45-54,2016,north_east,62
supermarket_goer_last_4_weeks,55+,2015,east_central,107
supermarket_goer_last_4_weeks,55+,2015,pacific,175
supermarket_goer_last_4_weeks,55+,2015,south,315
supermarket_goer_last_4_weeks,55+,2015,south_east,159
supermarket_goer_last_4_weeks,55+,2015,south_west,156
supermarket_goer_last_4_weeks,55+,2015,west_central,157
tv,55+,2016,north_east,144
radio,18-24,2016,north_east,61
tablet_owner,18-24,2015,east_central,22
tablet_owner,18-24,2015,pacific,36
tablet_owner,18-24,2015,south,56
tablet_owner,18-24,2015,south_east,17
tablet_owner,18-24,2015,south_west,39
tablet_owner,18-24,2015,west_central,21
radio,25-34,2016,north_east,41
tablet_owner,25-34,2015,east_central,50
tablet_owner,25-34,2015,pacific,87
tablet_owner,25-34,2015,south,126
tablet_owner,25-34,2015,south_east,42
tablet_owner,25-34,2015,south_west,84
tablet_owner,25-34,2015,west_central,64
radio,35-44,2016,north_east,103
tablet_owner,35-44,2015,east_central,57
tablet_owner,35-44,2015,pacific,79
tablet_owner,35-44,2015,south,134
tablet_owner,35-44,2015,south_east,57
tablet_owner,35-44,2015,south_west,77
tablet_owner,35-44,2015,west_central,81
radio,45-54,2016,north_east,57
tablet_owner,45-54,2015,east_central,47
tablet_owner,45-54,2015,pacific,78
tablet_owner,45-54,2015,south,103
tablet_owner,45-54,2015,south_east,44
tablet_owner,45-54,2015,south_west,59
tablet_owner,45-54,2015,west_central,74
radio,55+,2016,north_east,107
tablet_owner,55+,2015,east_central,47
tablet_owner,55+,2015,pacific,84
tablet_owner,55+,2015,south,132
tablet_owner,55+,2015,south_east,68
tablet_owner,55+,2015,south_west,64
tablet_owner,55+,2015,west_central,58
all_live_theater/concerts/dance-attended_last_12_months,18-24,2015,east_central,30
all_live_theater/concerts/dance-attended_last_12_months,18-24,2015,pacific,54
all_live_theater/concerts/dance-attended_last_12_months,18-24,2015,south,88
all_live_theater/concerts/dance-attended_last_12_months,18-24,2015,south_east,22
all_live_theater/concerts/dance-attended_last_12_months,18-24,2015,south_west,66
all_live_theater/concerts/dance-attended_last_12_months,18-24,2015,west_central,39
magazine,18-24,2016,north_east,73
all_live_theater/concerts/dance-attended_last_12_months,25-34,2015,east_central,63
all_live_theater/concerts/dance-attended_last_12_months,25-34,2015,pacific,94
all_live_theater/concerts/dance-attended_last_12_months,25-34,2015,south,171
all_live_theater/concerts/dance-attended_last_12_months,25-34,2015,south_east,55
all_live_theater/concerts/dance-attended_last_12_months,25-34,2015,south_west,116
all_live_theater/concerts/dance-attended_last_12_months,25-34,2015,west_central,81
magazine,25-34,2016,north_east,45
all_live_theater/concerts/dance-attended_last_12_months,35-44,2015,east_central,67
all_live_theater/concerts/dance-attended_last_12_months,35-44,2015,pacific,99
all_live_theater/concerts/dance-attended_last_12_months,35-44,2015,south,169
all_live_theater/concerts/dance-attended_last_12_months,35-44,2015,south_east,68
all_live_theater/concerts/dance-attended_last_12_months,35-44,2015,south_west,101
all_live_theater/concerts/dance-attended_last_12_months,35-44,2015,west_central,86
magazine,35-44,2016,north_east,110
all_live_theater/concerts/dance-attended_last_12_months,45-54,2015,east_central,64
all_live_theater/concerts/dance-attended_last_12_months,45-54,2015,pacific,84
all_live_theater/concerts/dance-attended_last_12_months,45-54,2015,south,146
all_live_theater/concerts/dance-attended_last_12_months,45-54,2015,south_east,58
all_live_theater/concerts/dance-attended_last_12_months,45-54,2015,south_west,88
all_live_theater/concerts/dance-attended_last_12_months,45-54,2015,west_central,75
magazine,45-54,2016,north_east,58
all_live_theater/concerts/dance-attended_last_12_months,55+,2015,east_central,71
all_live_theater/concerts/dance-attended_last_12_months,55+,2015,pacific,107
all_live_theater/concerts/dance-attended_last_12_months,55+,2015,south,198
all_live_theater/concerts/dance-attended_last_12_months,55+,2015,south_east,102
all_live_theater/concerts/dance-attended_last_12_months,55+,2015,south_west,96
all_live_theater/concerts/dance-attended_last_12_months,55+,2015,west_central,93
magazine,55+,2016,north_east,136
movie_goers,18-24,2016,north_east,96
social_media_[social_media_user],18-24,2015,east_central,41
social_media_[social_media_user],18-24,2015,pacific,81
social_media_[social_media_user],18-24,2015,south,135
social_media_[social_media_user],18-24,2015,south_east,35
social_media_[social_media_user],18-24,2015,south_west,100
social_media_[social_media_user],18-24,2015,west_central,52
movie_goers,25-34,2016,north_east,55
social_media_[social_media_user],25-34,2015,east_central,84
social_media_[social_media_user],25-34,2015,pacific,140
social_media_[social_media_user],25-34,2015,south,222
social_media_[social_media_user],25-34,2015,south_east,77
social_media_[social_media_user],25-34,2015,south_west,145
social_media_[social_media_user],25-34,2015,west_central,107
movie_goers,35-44,2016,north_east,117
social_media_[social_media_user],35-44,2015,east_central,94
social_media_[social_media_user],35-44,2015,pacific,138
social_media_[social_media_user],35-44,2015,south,230
social_media_[social_media_user],35-44,2015,south_east,94
social_media_[social_media_user],35-44,2015,south_west,136
social_media_[social_media_user],35-44,2015,west_central,123
movie_goers,45-54,2016,north_east,82
social_media_[social_media_user],45-54,2015,east_central,84
social_media_[social_media_user],45-54,2015,pacific,107
social_media_[social_media_user],45-54,2015,south,183
social_media_[social_media_user],45-54,2015,south_east,78
social_media_[social_media_user],45-54,2015,south_west,105
social_media_[social_media_user],45-54,2015,west_central,110
movie_goers,55+,2016,north_east,152
social_media_[social_media_user],55+,2015,east_central,81
social_media_[social_media_user],55+,2015,pacific,133
social_media_[social_media_user],55+,2015,south,237
social_media_[social_media_user],55+,2015,south_east,120
social_media_[social_media_user],55+,2015,south_west,117
social_media_[social_media_user],55+,2015,west_central,123
radio,18-24,2015,east_central,36
radio,18-24,2015,pacific,63
radio,18-24,2015,south,105
radio,18-24,2015,south_east,26
radio,18-24,2015,south_west,79
radio,18-24,2015,west_central,36
supermarket_goer_last_4_weeks,18-24,2016,north_east,93
radio,25-34,2015,east_central,63
radio,25-34,2015,pacific,121
radio,25-34,2015,south,202
radio,25-34,2015,south_east,70
radio,25-34,2015,south_west,132
radio,25-34,2015,west_central,81
supermarket_goer_last_4_weeks,25-34,2016,north_east,53
radio,35-44,2015,east_central,79
radio,35-44,2015,pacific,117
radio,35-44,2015,south,195
radio,35-44,2015,south_east,78
radio,35-44,2015,south_west,117
radio,35-44,2015,west_central,106
supermarket_goer_last_4_weeks,35-44,2016,north_east,115
radio,45-54,2015,east_central,73
radio,45-54,2015,pacific,93
radio,45-54,2015,south,177
radio,45-54,2015,south_east,78
radio,45-54,2015,south_west,99
radio,45-54,2015,west_central,107
supermarket_goer_last_4_weeks,45-54,2016,north_east,80
radio,55+,2015,east_central,81
radio,55+,2015,pacific,124
radio,55+,2015,south,228
radio,55+,2015,south_east,109
radio,55+,2015,south_west,119
radio,55+,2015,west_central,118
supermarket_goer_last_4_weeks,55+,2016,north_east,149
digital_music,18-24,2015,east_central,32
digital_music,18-24,2015,pacific,62
digital_music,18-24,2015,south,111
digital_music,18-24,2015,south_east,27
digital_music,18-24,2015,south_west,84
digital_music,18-24,2015,west_central,38
tablet_owner,18-24,2016,north_east,34
digital_music,25-34,2015,east_central,50
digital_music,25-34,2015,pacific,102
digital_music,25-34,2015,south,148
digital_music,25-34,2015,south_east,61
digital_music,25-34,2015,south_west,87
digital_music,25-34,2015,west_central,72
tablet_owner,25-34,2016,north_east,23
digital_music,35-44,2015,east_central,56
digital_music,35-44,2015,pacific,89
digital_music,35-44,2015,south,138
digital_music,35-44,2015,south_east,59
digital_music,35-44,2015,south_west,79
digital_music,35-44,2015,west_central,79
tablet_owner,35-44,2016,north_east,75
digital_music,45-54,2015,east_central,36
digital_music,45-54,2015,pacific,45
digital_music,45-54,2015,south,91
digital_music,45-54,2015,south_east,35
digital_music,45-54,2015,south_west,56
digital_music,45-54,2015,west_central,56
tablet_owner,45-54,2016,north_east,39
digital_music,55+,2015,east_central,21
digital_music,55+,2015,pacific,50
digital_music,55+,2015,south,93
digital_music,55+,2015,south_east,51
digital_music,55+,2015,south_west,42
digital_music,55+,2015,west_central,44
tablet_owner,55+,2016,north_east,58
all_live_theater/concerts/dance-attended_last_12_months,18-24,2016,north_east,64
totals,18-24,2016,east_central,35
totals,18-24,2016,pacific,68
totals,18-24,2016,south,120
totals,18-24,2016,south_east,46
totals,18-24,2016,south_west,74
totals,18-24,2016,west_central,67
all_live_theater/concerts/dance-attended_last_12_months,25-34,2016,north_east,40
totals,25-34,2016,east_central,79
totals,25-34,2016,pacific,107
totals,25-34,2016,south,191
totals,25-34,2016,south_east,89
totals,25-34,2016,south_west,102
totals,25-34,2016,west_central,95
all_live_theater/concerts/dance-attended_last_12_months,35-44,2016,north_east,75
totals,35-44,2016,east_central,69
totals,35-44,2016,pacific,111
totals,35-44,2016,south,199
totals,35-44,2016,south_east,94
totals,35-44,2016,south_west,105
totals,35-44,2016,west_central,89
all_live_theater/concerts/dance-attended_last_12_months,45-54,2016,north_east,46
totals,45-54,2016,east_central,102
totals,45-54,2016,pacific,108
totals,45-54,2016,south,253
totals,45-54,2016,south_east,121
totals,45-54,2016,south_west,132
totals,45-54,2016,west_central,107
all_live_theater/concerts/dance-attended_last_12_months,55+,2016,north_east,87
totals,55+,2016,east_central,150
totals,55+,2016,pacific,191
totals,55+,2016,south,362
totals,55+,2016,south_east,173
totals,55+,2016,south_west,189
totals,55+,2016,west_central,157
social_media_[social_media_user],18-24,2016,north_east,94
video_game,18-24,2016,east_central,15
video_game,18-24,2016,pacific,34
video_game,18-24,2016,south,47
video_game,18-24,2016,south_east,17
video_game,18-24,2016,south_west,30
video_game,18-24,2016,west_central,25
social_media_[social_media_user],25-34,2016,north_east,54
video_game,25-34,2016,east_central,41
video_game,25-34,2016,pacific,43
video_game,25-34,2016,south,69
video_game,25-34,2016,south_east,32
video_game,25-34,2016,south_west,37
video_game,25-34,2016,west_central,43
social_media_[social_media_user],35-44,2016,north_east,111
video_game,35-44,2016,east_central,28
video_game,35-44,2016,pacific,42
video_game,35-44,2016,south,77
video_game,35-44,2016,south_east,37
video_game,35-44,2016,south_west,40
video_game,35-44,2016,west_central,28
social_media_[social_media_user],45-54,2016,north_east,80
video_game,45-54,2016,east_central,29
video_game,45-54,2016,pacific,21
video_game,45-54,2016,south,65
video_game,45-54,2016,south_east,37
video_game,45-54,2016,south_west,28
video_game,45-54,2016,west_central,31
social_media_[social_media_user],55+,2016,north_east,104
video_game,55+,2016,east_central,27
video_game,55+,2016,pacific,22
video_game,55+,2016,south,61
video_game,55+,2016,south_east,29
video_game,55+,2016,south_west,32
video_game,55+,2016,west_central,22
streaming_video,18-24,2016,east_central,31
streaming_video,18-24,2016,pacific,60
streaming_video,18-24,2016,south,96
streaming_video,18-24,2016,south_east,35
streaming_video,18-24,2016,south_west,61
streaming_video,18-24,2016,west_central,51
totals,18-24,2017,north_east,27
streaming_video,25-34,2016,east_central,60
streaming_video,25-34,2016,pacific,91
streaming_video,25-34,2016,south,164
streaming_video,25-34,2016,south_east,78
streaming_video,25-34,2016,south_west,86
streaming_video,25-34,2016,west_central,81
totals,25-34,2017,north_east,47
streaming_video,35-44,2016,east_central,57
streaming_video,35-44,2016,pacific,91
streaming_video,35-44,2016,south,163
streaming_video,35-44,2016,south_east,72
streaming_video,35-44,2016,south_west,91
streaming_video,35-44,2016,west_central,68
totals,35-44,2017,north_east,39
streaming_video,45-54,2016,east_central,75
streaming_video,45-54,2016,pacific,77
streaming_video,45-54,2016,south,199
streaming_video,45-54,2016,south_east,92
streaming_video,45-54,2016,south_west,107
streaming_video,45-54,2016,west_central,85
totals,45-54,2017,north_east,26
streaming_video,55+,2016,east_central,108
streaming_video,55+,2016,pacific,134
streaming_video,55+,2016,south,273
streaming_video,55+,2016,south_east,130
streaming_video,55+,2016,south_west,143
streaming_video,55+,2016,west_central,114
totals,55+,2017,north_east,39
digital_music,18-24,2016,east_central,35
digital_music,18-24,2016,pacific,68
digital_music,18-24,2016,south,120
digital_music,18-24,2016,south_east,46
digital_music,18-24,2016,south_west,74
digital_music,18-24,2016,west_central,67
video_game,18-24,2017,north_east,27
digital_music,25-34,2016,east_central,79
digital_music,25-34,2016,pacific,107
digital_music,25-34,2016,south,191
digital_music,25-34,2016,south_east,89
digital_music,25-34,2016,south_west,102
digital_music,25-34,2016,west_central,95
video_game,25-34,2017,north_east,47
digital_music,35-44,2016,east_central,69
digital_music,35-44,2016,pacific,111
digital_music,35-44,2016,south,199
digital_music,35-44,2016,south_east,94
digital_music,35-44,2016,south_west,105
digital_music,35-44,2016,west_central,89
video_game,35-44,2017,north_east,36
digital_music,45-54,2016,east_central,102
digital_music,45-54,2016,pacific,108
digital_music,45-54,2016,south,253
digital_music,45-54,2016,south_east,121
digital_music,45-54,2016,south_west,132
digital_music,45-54,2016,west_central,107
video_game,45-54,2017,north_east,23
digital_music,55+,2016,east_central,150
digital_music,55+,2016,pacific,191
digital_music,55+,2016,south,362
digital_music,55+,2016,south_east,173
digital_music,55+,2016,south_west,189
digital_music,55+,2016,west_central,157
video_game,55+,2017,north_east,32
streaming_video,18-24,2017,north_east,23
tv,18-24,2016,east_central,25
tv,18-24,2016,pacific,49
tv,18-24,2016,south,92
tv,18-24,2016,south_east,30
tv,18-24,2016,south_west,62
tv,18-24,2016,west_central,52
streaming_video,25-34,2017,north_east,43
