age_label,all_live,magazine,movie_goers,radio,social_media,supermarket,tablet_owner,tv,video_game
1,0.599193548,1.0,1.0,0.661693548,0.942741935,0.971370968,0.173387097,0.745967742,0.7193548390000001
1,0.413265306,0.7551020409999999,1.0,0.676020408,0.93622449,0.9464285709999999,0.280612245,0.7295918370000001,0.658163265
1,0.69047619,0.712121212,1.0,0.670995671,0.942640693,0.984848485,0.428571429,0.642857143,0.601731602
1,0.569312169,0.803174603,1.0,0.784656085,0.981481481,0.962962963,0.35820105799999996,0.671957672,0.64021164
1,0.69047619,0.828571429,1.0,0.69047619,1.0,0.966666667,0.342857143,0.861904762,0.9285714290000001
1,0.479854956,0.9735428420000001,1.0,0.80016116,0.930432447,1.0,0.269272092,0.8177544990000001,0.6778135909999999
1,0.5078431370000001,0.793464052,1.0,0.8199346409999999,0.979084967,0.990196078,0.473856209,0.833986928,0.676797386
1,0.771226415,0.7622416890000001,1.0,0.733490566,0.990566038,1.0,0.524034142,0.736972147,0.641734052
1,0.505625879,0.7337552740000001,1.0,0.760618847,0.955555556,1.0,0.44992967700000003,0.754289733,0.6261603379999999
1,0.40047021899999996,0.612068966,1.0,0.7264890279999999,1.0,0.937304075,0.611285266,0.560344828,0.948275862
2,0.447716603,0.9707639779999999,1.0,0.790439607,0.855953905,0.984848485,0.357341016,0.913358942,0.610221938
2,0.556277056,0.861471861,1.0,0.770995671,0.8969696970000001,0.9870129870000001,0.498701299,0.861904762,0.613852814
2,0.683454261,0.794423104,1.0,0.7933560959999999,0.9254517,1.0,0.541399915,0.81967563,0.544174136
2,0.532608696,0.793478261,1.0,0.826086957,0.93115942,0.989130435,0.605072464,0.8478260870000001,0.572463768
2,0.53,0.781428571,1.0,0.8464285709999999,0.982142857,1.0,0.685714286,0.942142857,1.0
2,0.548344678,0.975247525,1.0,0.815052599,0.814279084,0.99009901,0.342280322,0.959622525,0.39565284700000003
2,0.55237167,0.896166342,1.0,0.813580247,0.837166992,0.982391163,0.379012346,0.929564652,0.39590643299999995
2,0.703461022,0.886172715,1.0,0.751848118,0.850050403,0.9868111559999999,0.48706317200000004,0.901797715,0.35660282299999996
2,0.536987522,0.87254902,1.0,0.825757576,0.864973262,0.992424242,0.516934046,0.930035651,0.331550802
2,0.65,0.8444444440000001,1.0,0.8222222220000001,0.938888889,0.9722222220000001,0.672222222,0.9055555559999999,0.9055555559999999
3,0.543357561,0.968958207,1.0,0.7832626690000001,0.6393095089999999,0.9896527359999999,0.21820109,0.933979406,0.209317585
3,0.47391917299999997,0.9579417290000001,1.0,0.736607143,0.6374530079999999,0.988956767,0.309680451,0.878524436,0.137218045
3,0.640502888,0.872635633,1.0,0.77896704,0.7110658059999999,0.984652849,0.38843583600000003,0.969305697,0.233548533
3,0.46530303,0.896515152,1.0,0.7416666670000001,0.6925,0.9786363640000001,0.423181818,0.9506060609999999,0.1525
3,0.460526316,0.9111842109999999,1.0,0.8371710529999999,0.858552632,1.0,0.590460526,0.9424342109999999,0.800986842
1,0.620315327,0.963168777,1.0,0.677694495,0.964848798,0.939131559,0.321271646,0.8397518740000001,0.683122254
1,0.6565869670000001,0.825128926,1.0,0.69456165,0.9751523679999999,0.981481481,0.328762307,0.822198781,0.6411157989999999
1,0.9807692309999999,1.0,0.954487179,0.7461538459999999,0.68525641,0.42564102600000003,0.653205128,0.676923077,0.587179487
1,0.6190476189999999,0.7767600570000001,1.0,0.69209257,0.979731117,0.974522783,0.46772372700000003,0.794001437,0.622357348
1,0.627777778,0.801851852,1.0,0.714814815,1.0,0.948148148,0.540740741,0.7222222220000001,0.966666667
1,0.573870574,0.955433455,1.0,0.6776556779999999,0.927350427,0.963980464,0.392551893,0.8736263740000001,0.5433455429999999
1,0.541100703,0.8977751759999999,1.0,0.75058548,0.9509367679999999,1.0,0.511358314,0.779274005,0.62236534
1,0.966042781,1.0,0.973395722,0.778877005,0.7879679140000001,0.47620320899999996,0.731951872,0.784491979,0.587566845
1,0.657475226,0.871176217,1.0,0.749504524,0.865316674,0.981818182,0.46027574299999996,0.839551917,0.334338647
1,0.647969052,0.7601547390000001,1.0,0.669245648,0.9893617020000001,0.9893617020000001,0.572775629,0.790618956,0.954545455
2,0.5958781360000001,0.9479006659999999,1.0,0.785074245,0.8796722990000001,0.992063492,0.47043010799999996,0.921530978,0.551075269
2,0.6072251479999999,0.830480579,1.0,0.7931204740000001,0.961323239,0.9908657009999999,0.54863397,0.902485188,0.559907834
2,0.940542245,1.0,1.0,0.775977301,0.774968474,0.592496847,0.633984868,0.9164564940000001,0.5448928120000001
2,0.610428787,0.9028585790000001,1.0,0.8057171590000001,0.957552252,0.98304963,0.660848955,0.90706026,0.35980033
2,0.511781012,0.864864865,1.0,0.7508662509999999,0.9480249479999999,0.9480249479999999,0.617117117,0.881150381,0.934511435
2,0.587464361,0.956819645,1.0,0.823461786,0.8055734390000001,0.98553757,0.329784788,0.8877264779999999,0.369355284
2,0.56876862,0.882075472,1.0,0.8242303870000001,0.818603112,0.986180073,0.42444554799999995,0.912197948,0.374048328
2,0.89877193,1.0,0.9914035090000001,0.922105263,0.817192982,0.564210526,0.6992982459999999,0.924035088,0.35947368399999996
2,0.573170732,0.695121951,1.0,0.591463415,0.975609756,0.975609756,0.37195122,0.768292683,0.8353658540000001
2,0.598351648,0.8565934070000001,1.0,0.842307692,0.914285714,0.985714286,0.640659341,0.8560439559999999,0.9137362640000001
3,0.577990431,0.953588517,1.0,0.789204545,0.623564593,0.977900718,0.256369617,0.950538278,0.22921650699999999
3,0.573585881,0.932321666,1.0,0.763144292,0.6773002509999999,0.986818786,0.340754689,0.9433983159999999,0.169657362
3,0.68900299,1.0,0.991079553,0.916515014,0.76288509,0.397715456,0.606752892,0.950295723,0.181008709
3,0.565754103,0.829088851,1.0,0.7498231470000001,0.761460102,0.984755235,0.405843237,0.94680249,0.303551217
3,0.520242915,0.856950067,1.0,0.766869096,0.883265857,0.986842105,0.557692308,0.96120108,0.752361673
1,0.524535809,0.9641909809999999,1.0,0.636383731,0.9635278509999999,0.968611848,0.24933687,0.7721043320000001,0.638815208
1,0.546707874,0.827522515,1.0,0.7492696240000001,0.905811623,0.9959919840000001,0.39015380200000005,0.818395828,0.45134848
1,0.7,0.725490196,1.0,0.596078431,0.956862745,0.984313725,0.388235294,0.6960784309999999,0.584313725
1,0.598297214,0.7434210529999999,1.0,0.6602167179999999,0.9794891640000001,0.945820433,0.349458204,0.6497678020000001,0.6315789470000001
1,0.735833333,0.7375,1.041666667,0.5508333329999999,1.021666667,0.9408333329999999,0.24583333300000001,0.6975,1.0
1,0.516946792,0.970749373,1.0,0.758566255,0.89506918,0.9831460670000001,0.361268456,0.788141889,0.5554369020000001
1,0.552143636,0.805226949,1.0,0.741085662,0.937326957,0.9942528740000001,0.5443829179999999,0.791257656,0.578949576
1,0.686126102,0.790476504,1.0,0.781196525,0.93688298,0.987133079,0.5493286820000001,0.7869553770000001,0.617941293
1,0.543705333,0.7728834520000001,1.0,0.71206707,0.958562397,0.9953271029999999,0.509002199,0.670629467,0.590640462
1,0.64,0.683333333,1.05,0.73,1.03,0.953333333,0.45,0.71,1.0
2,0.5264099720000001,0.968283352,1.0,0.795106751,0.914044181,0.98864618,0.43881895600000004,0.8752931009999999,0.532148587
2,0.540455263,0.804034257,1.0,0.768875366,0.91232815,0.9877169259999999,0.592066712,0.849222448,0.607955826
2,0.707264957,0.7660839159999999,1.0,0.82020202,0.9214063709999999,0.9909479409999999,0.581779332,0.879448329,0.48776223799999996
2,0.502047502,0.82005382,1.0,0.7760617759999999,0.9475254479999999,0.9715104720000001,0.537030537,0.841523342,0.5008775010000001
2,0.621606335,0.777337858,1.058257919,0.8452111609999999,1.048453997,1.038838612,0.7381221720000001,0.893288084,1.0
2,0.532085422,0.9584377609999999,1.0,0.8112990809999999,0.825762322,0.9836831659999999,0.395415622,0.911497494,0.325997285
2,0.510195035,0.862367021,1.0,0.813977541,0.815381206,1.0,0.36790780100000003,0.890809693,0.34729609899999997
2,0.6997390170000001,0.818486298,1.0,0.7685080470000001,0.863201392,0.9864723790000001,0.553892997,0.8312744670000001,0.34949978299999995
2,0.55787037,0.8402777779999999,1.0,0.743055556,0.930555556,1.0,0.5787037039999999,0.87037037,0.27777777800000003
2,0.633103448,0.948275862,1.1144827590000002,0.911034483,1.06,1.1144827590000002,0.839310345,0.9882758620000001,1.0
3,0.46415619,0.965929239,1.0,0.666424887,0.6430125729999999,0.974451966,0.26686412,0.940401354,0.19090506100000001
3,0.501837461,0.892049152,1.0,0.715576312,0.701068024,0.984285878,0.324043946,0.9049305209999999,0.208322168
3,0.632221548,0.893476752,1.0,0.703417765,0.748069917,0.9971590909999999,0.433292852,0.904927134,0.170085878
3,0.515806216,0.875405925,1.0,0.717443171,0.722877593,0.980035125,0.439227252,0.921780767,0.139870104
3,0.6759259259999999,1.175925926,1.361111111,1.083333333,1.240740741,1.314814815,0.916666667,1.222222222,1.0
1,0.536835055,0.9759854570000001,1.0,0.695752009,0.955702258,0.9898584,0.263585917,0.7449292,0.648488328
1,0.475455568,0.7442969629999999,1.0,0.693183352,0.968886389,0.9903487059999999,0.344274466,0.7404274470000001,0.67624297
1,0.7059259259999999,0.685185185,1.0,0.668888889,0.973333333,0.9785185190000001,0.314074074,0.768148148,0.574814815
1,0.469791667,0.7182291670000001,1.0,0.682291667,0.9447916670000001,0.9796875,0.36927083299999997,0.7036458329999999,0.5005208329999999
1,0.533401639,0.636885246,1.0,0.637704918,0.954713115,0.925819672,0.42684426200000003,0.636885246,0.9918032790000001
1,0.472916667,0.972916667,1.0,0.775,0.9229166670000001,0.986458333,0.34583333299999997,0.848958333,0.627083333
1,0.488494195,0.771018888,1.0,0.775749437,0.9493068790000001,0.9789637840000001,0.45430601299999995,0.823635418,0.573973315
1,0.732965862,0.7185755559999999,1.0,0.809293388,0.9437151109999999,0.993562232,0.476268619,0.812659542,0.535877584
1,0.530693717,0.748974695,1.0,0.746356894,0.9588132640000001,1.0,0.5015270510000001,0.806348168,0.538961606
1,0.48039215700000004,0.6920677359999999,1.0,0.7010918,0.985294118,0.9894162209999999,0.579545455,0.787321747,0.955325312
2,0.5080925079999999,0.9606392109999999,1.0,0.821769822,0.8866756370000001,0.991088491,0.411703912,0.9190554190000001,0.566621817
2,0.45156104,0.813527181,1.0,0.772769747,0.893489254,0.981174078,0.505743967,0.886151267,0.48085802200000005
2,0.673535167,0.781311155,1.0,0.782951537,0.942097387,0.996575342,0.579457811,0.843962242,0.48460343
2,0.47524858299999995,0.723083503,1.0,0.7849887740000001,0.9570013190000001,0.993941338,0.563473395,0.8565166259999999,0.44878648600000004
2,0.512067841,0.758561644,1.0,0.76214938,0.96338878,0.9752935420000001,0.652886497,0.82167319,0.9333007179999999
2,0.470904229,0.943728731,1.0,0.789304813,0.8053475940000001,0.994992708,0.35972289700000004,0.922508508,0.30544482300000003
2,0.503418199,0.8491984909999999,1.0,0.805209807,0.852145215,0.989556813,0.45431400299999997,0.908934465,0.306199906
2,0.692555756,0.816244726,1.0,0.7916817359999999,0.850271248,0.9944544909999999,0.47941531,0.89225437,0.29394213399999997
2,0.516624041,0.804696582,1.0,0.78970007,0.8729365259999999,0.9887235529999999,0.5558009770000001,0.8897930709999999,0.304929086
2,0.528846154,0.824358974,1.0,0.7487179490000001,0.902564103,0.9756410259999999,0.637820513,0.857051282,0.872435897
3,0.41673414299999995,0.9636977059999999,1.0,0.7215924429999999,0.690148448,0.9904183540000001,0.281376518,0.92780027,0.18083670699999999
3,0.44579124600000003,0.90976431,1.0,0.698821549,0.669360269,0.9917508420000001,0.306228956,0.952020202,0.20622895600000002
3,0.6477195060000001,0.888157203,1.0,0.709621451,0.686317035,0.992678759,0.379035226,0.936192166,0.157912723
3,0.462779606,0.8810809690000001,1.0,0.6894748279999999,0.7453080059999999,0.991221263,0.414090467,0.9354139509999999,0.17039646600000002
3,0.38809922,0.8772296540000001,1.0,0.766304348,0.9011984390000001,0.961399108,0.585423634,0.913322185,0.7828874020000001
1,0.587777778,0.951481481,1.0,0.681851852,0.961481481,0.971481481,0.35666666700000005,0.70037037,0.735925926
1,0.501838235,0.818933824,1.0,0.6838235290000001,0.947150735,1.0,0.318933824,0.772058824,0.6989889709999999
1,0.697619048,0.7333333329999999,1.0,0.654761905,0.9833333329999999,1.0,0.35952381,0.7023809520000001,0.535714286
1,0.5,0.75634058,1.0,0.553442029,0.9375,0.968297101,0.31974637699999997,0.638586957,0.538949275
1,0.544117647,0.6740196079999999,1.0,0.5698529410000001,0.949754902,0.887254902,0.48161764700000004,0.653186275,1.0
1,0.488858364,0.9670329670000001,1.0,0.7387820509999999,0.9722222220000001,1.0,0.33264652,0.846688034,0.6335470089999999
1,0.47116623700000004,0.81314433,1.0,0.7094072159999999,0.953286082,0.984375,0.453044459,0.815802191,0.562580541
1,0.74988698,0.7302215190000001,1.0,0.800180832,0.9694846290000001,0.993670886,0.49796564200000004,0.820637432,0.598779385
1,0.542330807,0.7882153120000001,1.0,0.7015939379999999,0.947870395,1.0,0.513065064,0.8343349879999999,0.52861249
1,0.459340659,0.787545788,1.027106227,0.73040293,1.027106227,1.0128205129999999,0.609157509,0.853113553,1.0
2,0.567620137,0.975915332,1.0,0.785926773,0.884267735,0.9824942790000001,0.42791762,0.899542334,0.585469108
2,0.43438967100000003,0.8334507040000001,1.0,0.766197183,0.919953052,0.9859154929999999,0.514730047,0.881161972,0.478814554
2,0.6309523810000001,0.828125,1.0,0.78125,0.936011905,0.9910714290000001,0.627232143,0.869047619,0.462053571
2,0.46253469,0.7303422759999999,1.0,0.7670366940000001,0.9637681159999999,0.9946808509999999,0.564523589,0.8579247609999999,0.45043169899999996
2,0.49560117299999995,0.855816227,1.076735093,0.8264907140000001,1.044477028,1.029325513,0.732649071,0.920332356,1.0
2,0.485446985,0.918087318,1.0,0.784199584,0.8564449059999999,1.0,0.385343035,0.9286902290000001,0.29002079
2,0.51985847,0.8365767359999999,1.0,0.767448032,0.884298983,0.996240602,0.46103494,0.8939407340000001,0.330119416
2,0.686889017,0.818430132,1.0,0.7459746979999999,0.820299022,0.993243243,0.46377228299999995,0.873921794,0.294709603
2,0.497577657,0.835280707,1.0,0.78246414,0.910373326,0.9942528740000001,0.548779329,0.865821222,0.325306355
2,0.578817734,0.9107142859999999,1.105295567,0.8091133,0.9833743840000001,1.105295567,0.7549261079999999,0.911945813,1.0
3,0.452463054,0.9652709359999999,1.0,0.7060344829999999,0.7125615759999999,0.9929802959999999,0.312807882,0.936330049,0.185714286
3,0.462765957,0.9197755759999999,1.0,0.665767998,0.689376275,0.993029243,0.327018362,0.940687846,0.226488876
3,0.6207547170000001,0.889193825,1.0,0.674585477,0.731903945,0.9909090909999999,0.39565466,0.9384791309999999,0.174070898
3,0.46606235799999995,0.8922534590000001,1.0,0.669491154,0.7435409000000001,0.990431774,0.444823962,0.930329305,0.17472412
3,0.6552795029999999,1.086956522,1.25931677,0.8850931679999999,1.201863354,1.23757764,1.0,1.144409938,1.0
1,0.5066526610000001,0.990196078,1.0,0.706932773,0.9527310920000001,1.0,0.21113445399999997,0.771358543,0.598739496
1,0.461929672,0.7136006970000001,1.0,0.6964545190000001,0.979366463,0.985614647,0.355855856,0.728712584,0.668991572
1,0.707777778,0.6577777779999999,1.0,0.6727777779999999,0.966666667,0.968888889,0.295,0.8027777779999999,0.591666667
1,0.452027027,0.694594595,1.0,0.761148649,0.9489864859999999,0.986486486,0.4,0.7439189190000001,0.47770270299999995
1,0.532608696,0.6177536229999999,1.013888889,0.690821256,0.9722222220000001,0.964371981,0.39371980700000003,0.631642512,1.0
1,0.464765101,0.975213545,1.0,0.801441428,0.8881940209999999,0.9762431359999999,0.354751373,0.849984747,0.617373398
1,0.496833621,0.750796392,1.0,0.807829591,0.947418922,0.976300134,0.454634427,0.827096527,0.579447323
1,0.7219842009999999,0.714151828,1.0,0.815169367,0.9295421070000001,0.993506494,0.46344892200000004,0.80867586,0.5021756589999999
1,0.474019608,0.7519607840000001,1.0,0.774264706,0.952696078,1.0,0.444117647,0.746568627,0.45637254899999996
1,0.538218794,0.6840813459999999,1.065217391,0.74088359,1.041023843,1.057152875,0.617110799,0.811360449,1.0
2,0.46561930799999995,0.949852004,1.0,0.8473360659999999,0.889287341,0.9965277779999999,0.39936247700000005,0.932490893,0.553904827
2,0.45892686,0.8048866179999999,1.0,0.777131907,0.878776749,0.9779463429999999,0.500638774,0.890178857,0.48211434
2,0.700078247,0.75086072,1.0,0.784194053,0.9455399059999999,1.0,0.5489045379999999,0.8275430359999999,0.498669797
2,0.486309524,0.71547619,1.0,0.8009920629999999,0.9509920629999999,0.993055556,0.5617063489999999,0.85515873,0.447420635
2,0.581188725,0.767156863,1.0723039220000001,0.827512255,1.027267157,1.0625,0.684742647,0.8492647059999999,1.0
2,0.454613095,0.966517857,1.0,0.790922619,0.7663690479999999,0.990327381,0.330357143,0.914434524,0.313988095
2,0.49329411799999995,0.8590588240000001,1.0,0.832588235,0.83,0.9850588240000001,0.448941176,0.9196470590000001,0.287529412
2,0.694786535,0.8152709359999999,1.0,0.831486043,0.875205255,0.995689655,0.492405583,0.907635468,0.29495073899999996
2,0.534242424,0.777878788,1.0,0.796515152,0.839393939,0.9836363640000001,0.561666667,0.910757576,0.286060606
2,0.636904762,0.9732142859999999,1.19047619,0.916666667,1.092261905,1.130952381,0.7023809520000001,1.05952381,1.0
3,0.370114943,0.964604462,1.0,0.743509128,0.662001352,0.986747803,0.242866802,0.914503043,0.17298850600000001
3,0.459494885,0.9161445009999999,1.0,0.7273657290000001,0.649840153,0.995588235,0.305914322,0.9618606140000001,0.18107416899999998
3,0.669182084,0.8882667959999999,1.0,0.741966894,0.647176241,0.993670886,0.36407010700000003,0.9337390459999999,0.142259007
3,0.459259259,0.870899471,1.0,0.708465608,0.747619048,0.992063492,0.385714286,0.94021164,0.166137566
3,0.43229166700000005,1.223958333,1.359375,1.109375,1.171875,1.28125,0.588541667,1.255208333,1.0
1,0.557917889,0.972727273,1.0,0.628592375,0.947507331,0.972727273,0.3228739,0.784017595,0.6489736070000001
1,0.619553377,0.7968409590000001,1.0,0.7045206970000001,0.937091503,0.9594226579999999,0.343137255,0.7674291940000001,0.639433551
1,0.780405405,0.691528067,1.0,0.589397089,0.9459459459999999,0.9633575879999999,0.269490644,0.7435031190000001,0.632276507
1,0.671794091,0.780536095,1.0,0.696923546,0.9795918370000001,0.9925373129999999,0.404812671,0.7145903140000001,0.49268961299999997
1,0.42760181,0.825791855,1.0,0.542986425,0.970588235,1.0,0.41628959299999996,0.805429864,1.0
1,0.537128713,0.9758187359999999,1.0,0.8394897179999999,0.9437674540000001,0.9935897440000001,0.384488449,0.8543412029999999,0.6988448840000001
1,0.542688843,0.784961885,1.0,0.7136521140000001,0.926819127,0.964726265,0.378516979,0.8170478170000001,0.6479556479999999
1,0.765625,0.759259259,1.0,0.734375,0.96412037,1.0,0.5150462960000001,0.827546296,0.569155093
1,0.591944146,0.788077336,1.0,0.7788399570000001,0.989795918,1.0,0.570891515,0.8177228790000001,0.583458647
1,0.59740991,0.747184685,1.0,0.719031532,0.972972973,1.0,0.569256757,0.6981981979999999,0.979166667
2,0.519734345,0.989247312,1.0,0.806578115,0.8721062620000001,0.9882352940000001,0.36211258700000004,0.887919039,0.5992409870000001
2,0.547558789,0.839185912,1.0,0.820837288,0.859854476,0.979331435,0.499367289,0.8748286409999999,0.572972688
2,0.680392157,0.80255358,1.0,0.810852713,0.9296853629999999,0.994117647,0.608071135,0.9024167809999999,0.641632467
2,0.46611378600000003,0.777510255,1.0,0.8105939,0.9332084890000001,1.0,0.525949706,0.857856251,0.403335117
2,0.6872469640000001,0.792510121,1.0,0.817813765,0.961538462,0.9676113359999999,0.760121457,0.851214575,0.9736842109999999
2,0.521294616,0.961705989,1.0,0.847307925,0.775499093,0.9942528740000001,0.35565638200000005,0.889897157,0.33030853
2,0.5786259539999999,0.869465649,1.0,0.784553211,0.843062416,1.0,0.40466996,0.889178267,0.39115401899999996
2,0.652049427,0.8281595340000001,1.0,0.8296664659999999,0.873216797,0.992063492,0.565802692,0.876431585,0.419931686
2,0.5177685470000001,0.8373139490000001,1.0,0.832467982,0.851332641,1.0,0.58416984,0.8758509290000001,0.34856351700000004
2,0.576923077,0.836538462,1.0,0.836538462,0.9079670329999999,0.982142857,0.648351648,0.851648352,0.759615385
3,0.46278222399999996,0.9476543690000001,1.0,0.722623463,0.627952372,0.9847745459999999,0.227731147,0.9313878590000001,0.142429566
3,0.438300951,0.9539065729999999,1.0,0.7370297640000001,0.677552708,0.9908536590000001,0.345959074,0.9083298879999999,0.19331335300000002
3,0.611967818,0.919125042,1.0,0.77930495,0.725053079,0.995614035,0.39085372700000004,0.937870153,0.194854174
3,0.470451399,0.9104680140000001,1.0,0.77028524,0.683633343,0.983771808,0.4744946,0.937718084,0.178759346
3,0.505,0.955,1.0,0.73,0.795,1.0,0.57,0.955,0.86
