Geography,Gender,age,population
Louisiana,female,80_to_84_years,47595
Louisiana,female,85_years_and_over,52588
Maine,female,Under_5_years,31249
Maine,female,5_to_9_years,33406
Maine,female,10_to_14_years,35696
Maine,female,15_to_19_years,38473
Maine,female,20_to_24_years,37439
Maine,female,25_to_29_years,39529
Maine,female,30_to_34_years,39264
Maine,female,35_to_39_years,38998
Maine,female,40_to_44_years,37832
Maine,female,45_to_49_years,44772
Maine,female,50_to_54_years,50356
Maine,female,55_to_59_years,55732
Maine,female,60_to_64_years,53448
Maine,female,65_to_69_years,47028
Maine,female,70_to_74_years,35266
Maine,female,75_to_79_years,24071
Maine,female,80_to_84_years,17485
Maine,female,85_years_and_over,21343
Maryland,female,Under_5_years,179481
Maryland,female,5_to_9_years,183334
Maryland,female,10_to_14_years,184885
Maryland,female,15_to_19_years,188265
Maryland,female,20_to_24_years,189678
Maryland,female,25_to_29_years,210016
Maryland,female,30_to_34_years,211334
Maryland,female,35_to_39_years,205159
Maryland,female,40_to_44_years,188834
Maryland,female,45_to_49_years,212447
Maryland,female,50_to_54_years,225689
Maryland,female,55_to_59_years,226387
Maryland,female,60_to_64_years,198831
Maryland,female,65_to_69_years,164735
Maryland,female,70_to_74_years,125762
Maryland,female,75_to_79_years,86287
Maryland,female,80_to_84_years,60082
Maryland,female,85_years_and_over,76817
Massachusetts,female,Under_5_years,176589
Massachusetts,female,5_to_9_years,180974
Massachusetts,female,10_to_14_years,191473
Massachusetts,female,15_to_19_years,226569
Massachusetts,female,20_to_24_years,247031
Massachusetts,female,25_to_29_years,247423
Massachusetts,female,30_to_34_years,237813
Massachusetts,female,35_to_39_years,218232
Massachusetts,female,40_to_44_years,204744
Massachusetts,female,45_to_49_years,234305
Massachusetts,female,50_to_54_years,251840
Massachusetts,female,55_to_59_years,254590
Massachusetts,female,60_to_64_years,229360
Massachusetts,female,65_to_69_years,192848
Massachusetts,female,70_to_74_years,148957
Massachusetts,female,75_to_79_years,102281
Massachusetts,female,80_to_84_years,77246
Massachusetts,female,85_years_and_over,107179
Michigan,female,Under_5_years,280196
Michigan,female,5_to_9_years,287203
Michigan,female,10_to_14_years,304083
Michigan,female,15_to_19_years,323738
Michigan,female,20_to_24_years,342820
Michigan,female,25_to_29_years,330759
Michigan,female,30_to_34_years,294358
Michigan,female,35_to_39_years,297864
Michigan,female,40_to_44_years,284759
Michigan,female,45_to_49_years,324169
Michigan,female,50_to_54_years,344964
Michigan,female,55_to_59_years,370526
Michigan,female,60_to_64_years,349807
Michigan,female,65_to_69_years,294462
Michigan,female,70_to_74_years,222007
Michigan,female,75_to_79_years,155671
Michigan,female,80_to_84_years,111342
Michigan,female,85_years_and_over,139831
Minnesota,female,Under_5_years,173439
Minnesota,female,5_to_9_years,176223
Minnesota,female,10_to_14_years,179935
Minnesota,female,15_to_19_years,174958
Minnesota,female,20_to_24_years,179390
Minnesota,female,25_to_29_years,180704
Minnesota,female,30_to_34_years,189679
Minnesota,female,35_to_39_years,184352
Minnesota,female,40_to_44_years,157723
Minnesota,female,45_to_49_years,170302
Minnesota,female,50_to_54_years,184079
Minnesota,female,55_to_59_years,200029
Minnesota,female,60_to_64_years,177936
Minnesota,female,65_to_69_years,146932
Minnesota,female,70_to_74_years,108708
Minnesota,female,75_to_79_years,78585
Minnesota,female,80_to_84_years,58390
Minnesota,female,85_years_and_over,78396
Mississippi,female,Under_5_years,92007
Mississippi,female,5_to_9_years,97219
Mississippi,female,10_to_14_years,100151
Mississippi,female,15_to_19_years,101191
Mississippi,female,20_to_24_years,103367
Mississippi,female,25_to_29_years,104073
Mississippi,female,30_to_34_years,95348
Mississippi,female,35_to_39_years,96987
Mississippi,female,40_to_44_years,90778
Mississippi,female,45_to_49_years,95996
Mississippi,female,50_to_54_years,98078
Mississippi,female,55_to_59_years,104374
Mississippi,female,60_to_64_years,97578
Mississippi,female,65_to_69_years,83076
Mississippi,female,70_to_74_years,64105
Mississippi,female,75_to_79_years,46521
Mississippi,female,80_to_84_years,32504
Mississippi,female,85_years_and_over,34869
Missouri,female,Under_5_years,182682
Missouri,female,5_to_9_years,185963
Missouri,female,10_to_14_years,191176
Missouri,female,15_to_19_years,191316
Missouri,female,20_to_24_years,202180
Missouri,female,25_to_29_years,209567
Missouri,female,30_to_34_years,199156
Missouri,female,35_to_39_years,194232
Missouri,female,40_to_44_years,175324
Missouri,female,45_to_49_years,189181
Missouri,female,50_to_54_years,202011
Missouri,female,55_to_59_years,221726
Missouri,female,60_to_64_years,204132
Missouri,female,65_to_69_years,173787
Missouri,female,70_to_74_years,135240
Missouri,female,75_to_79_years,97636
Missouri,female,80_to_84_years,70591
Missouri,female,85_years_and_over,85396
Montana,female,Under_5_years,30798
Montana,female,5_to_9_years,31017
Montana,female,10_to_14_years,31262
Montana,female,15_to_19_years,30363
Montana,female,20_to_24_years,34367
Montana,female,25_to_29_years,33372
Montana,female,30_to_34_years,32191
Montana,female,35_to_39_years,31839
Montana,female,40_to_44_years,27957
Montana,female,45_to_49_years,29262
Montana,female,50_to_54_years,32123
Montana,female,55_to_59_years,38706
Montana,female,60_to_64_years,39185
Montana,female,65_to_69_years,33177
Montana,female,70_to_74_years,24021
Montana,female,75_to_79_years,16508
Montana,female,80_to_84_years,11441
Montana,female,85_years_and_over,13948
Nebraska,female,Under_5_years,64664
Nebraska,female,5_to_9_years,64770
Nebraska,female,10_to_14_years,64762
Nebraska,female,15_to_19_years,63964
Nebraska,female,20_to_24_years,67285
Nebraska,female,25_to_29_years,60935
Nebraska,female,30_to_34_years,62755
Nebraska,female,35_to_39_years,61458
Nebraska,female,40_to_44_years,53775
Nebraska,female,45_to_49_years,54372
Nebraska,female,50_to_54_years,57270
Nebraska,female,55_to_59_years,63823
Nebraska,female,60_to_64_years,59014
Nebraska,female,65_to_69_years,50242
Nebraska,female,70_to_74_years,36823
Nebraska,female,75_to_79_years,27045
Nebraska,female,80_to_84_years,21130
Nebraska,female,85_years_and_over,27858
Nevada,female,Under_5_years,90801
Nevada,female,5_to_9_years,93581
Nevada,female,10_to_14_years,94910
Nevada,female,15_to_19_years,86909
Nevada,female,20_to_24_years,89416
Nevada,female,25_to_29_years,111106
Nevada,female,30_to_34_years,105156
Nevada,female,35_to_39_years,101697
Nevada,female,40_to_44_years,94865
Nevada,female,45_to_49_years,99352
Nevada,female,50_to_54_years,96148
Nevada,female,55_to_59_years,95985
Nevada,female,60_to_64_years,92365
Nevada,female,65_to_69_years,82955
Nevada,female,70_to_74_years,65765
Nevada,female,75_to_79_years,42539
Nevada,female,80_to_84_years,26176
Nevada,female,85_years_and_over,24564
New Hampshire,female,Under_5_years,31414
New Hampshire,female,5_to_9_years,33631
New Hampshire,female,10_to_14_years,37811
New Hampshire,female,15_to_19_years,41865
New Hampshire,female,20_to_24_years,44306
New Hampshire,female,25_to_29_years,39701
New Hampshire,female,30_to_34_years,39303
New Hampshire,female,35_to_39_years,38447
New Hampshire,female,40_to_44_years,37724
New Hampshire,female,45_to_49_years,46578
New Hampshire,female,50_to_54_years,52533
New Hampshire,female,55_to_59_years,56241
New Hampshire,female,60_to_64_years,50156
New Hampshire,female,65_to_69_years,41683
New Hampshire,female,70_to_74_years,31429
New Hampshire,female,75_to_79_years,20428
New Hampshire,female,80_to_84_years,14949
New Hampshire,female,85_years_and_over,19587
New Jersey,female,Under_5_years,255234
New Jersey,female,5_to_9_years,265004
New Jersey,female,10_to_14_years,277127
New Jersey,female,15_to_19_years,276014
New Jersey,female,20_to_24_years,279882
New Jersey,female,25_to_29_years,286968
New Jersey,female,30_to_34_years,289914
New Jersey,female,35_to_39_years,296057
New Jersey,female,40_to_44_years,286288
New Jersey,female,45_to_49_years,318911
New Jersey,female,50_to_54_years,337388
New Jersey,female,55_to_59_years,335718
New Jersey,female,60_to_64_years,294659
New Jersey,female,65_to_69_years,241225
New Jersey,female,70_to_74_years,193305
New Jersey,female,75_to_79_years,137771
New Jersey,female,80_to_84_years,101768
New Jersey,female,85_years_and_over,135837
New Mexico,female,Under_5_years,62527
New Mexico,female,5_to_9_years,67121
New Mexico,female,10_to_14_years,68679
New Mexico,female,15_to_19_years,67846
New Mexico,female,20_to_24_years,68840
New Mexico,female,25_to_29_years,69164
New Mexico,female,30_to_34_years,67047
New Mexico,female,35_to_39_years,64175
New Mexico,female,40_to_44_years,58214
New Mexico,female,45_to_49_years,60664
New Mexico,female,50_to_54_years,64629
New Mexico,female,55_to_59_years,72711
New Mexico,female,60_to_64_years,70810
New Mexico,female,65_to_69_years,63249
New Mexico,female,70_to_74_years,47916
New Mexico,female,75_to_79_years,33054
New Mexico,female,80_to_84_years,22596
New Mexico,female,85_years_and_over,24684
New York,female,Under_5_years,568433
New York,female,5_to_9_years,554799
New York,female,10_to_14_years,558695
New York,female,15_to_19_years,600098
New York,female,20_to_24_years,680026
New York,female,25_to_29_years,762735
New York,female,30_to_34_years,706031
New York,female,35_to_39_years,650645
New York,female,40_to_44_years,601518
New York,female,45_to_49_years,661197
New York,female,50_to_54_years,705026
New York,female,55_to_59_years,713765
New York,female,60_to_64_years,642095
New York,female,65_to_69_years,544219
New York,female,70_to_74_years,424083
New York,female,75_to_79_years,307711
New York,female,80_to_84_years,228531
New York,female,85_years_and_over,302330
North Carolina,female,Under_5_years,298253
North Carolina,female,5_to_9_years,310665
North Carolina,female,10_to_14_years,322735
North Carolina,female,15_to_19_years,331778
North Carolina,female,20_to_24_years,334435
North Carolina,female,25_to_29_years,357172
North Carolina,female,30_to_34_years,332287
North Carolina,female,35_to_39_years,334237
North Carolina,female,40_to_44_years,326748
North Carolina,female,45_to_49_years,356429
North Carolina,female,50_to_54_years,353227
North Carolina,female,55_to_59_years,359507
North Carolina,female,60_to_64_years,336223
North Carolina,female,65_to_69_years,297283
North Carolina,female,70_to_74_years,232306
North Carolina,female,75_to_79_years,157239
North Carolina,female,80_to_84_years,110415
North Carolina,female,85_years_and_over,121042
North Dakota,female,Under_5_years,26497
North Dakota,female,5_to_9_years,24218
North Dakota,female,10_to_14_years,22587
North Dakota,female,15_to_19_years,22705
North Dakota,female,20_to_24_years,30303
North Dakota,female,25_to_29_years,27373
North Dakota,female,30_to_34_years,24578
North Dakota,female,35_to_39_years,22682
North Dakota,female,40_to_44_years,18641
North Dakota,female,45_to_49_years,19015
North Dakota,female,50_to_54_years,21014
North Dakota,female,55_to_59_years,24376
North Dakota,female,60_to_64_years,22636
North Dakota,female,65_to_69_years,17635
North Dakota,female,70_to_74_years,13187
North Dakota,female,75_to_79_years,9857
North Dakota,female,80_to_84_years,8521
North Dakota,female,85_years_and_over,12269
Ohio,female,Under_5_years,341599
Ohio,female,5_to_9_years,346324
Ohio,female,10_to_14_years,361409
Ohio,female,15_to_19_years,374594
Ohio,female,20_to_24_years,376337
Ohio,female,25_to_29_years,394315
Ohio,female,30_to_34_years,363259
Ohio,female,35_to_39_years,358962
Ohio,female,40_to_44_years,335818
Ohio,female,45_to_49_years,375535
Ohio,female,50_to_54_years,393842
Ohio,female,55_to_59_years,429895
Ohio,female,60_to_64_years,402081
Ohio,female,65_to_69_years,341182
Ohio,female,70_to_74_years,255681
Ohio,female,75_to_79_years,187924
Ohio,female,80_to_84_years,137541
Ohio,female,85_years_and_over,169211
Oklahoma,female,Under_5_years,128753
Oklahoma,female,5_to_9_years,131572
Oklahoma,female,10_to_14_years,131063
Oklahoma,female,15_to_19_years,127864
Oklahoma,female,20_to_24_years,131774
Oklahoma,female,25_to_29_years,138274
Oklahoma,female,30_to_34_years,130846
Oklahoma,female,35_to_39_years,126781
Oklahoma,female,40_to_44_years,113212
Oklahoma,female,45_to_49_years,116031
Oklahoma,female,50_to_54_years,119467
Oklahoma,female,55_to_59_years,131370
Oklahoma,female,60_to_64_years,122305
Oklahoma,female,65_to_69_years,103709
Oklahoma,female,70_to_74_years,82820
Oklahoma,female,75_to_79_years,59688
Oklahoma,female,80_to_84_years,42072
Oklahoma,female,85_years_and_over,45701
Oregon,female,Under_5_years,114917
Oregon,female,5_to_9_years,118882
Oregon,female,10_to_14_years,120194
Oregon,female,15_to_19_years,120366
Oregon,female,20_to_24_years,129632
Oregon,female,25_to_29_years,146156
Oregon,female,30_to_34_years,143258
Oregon,female,35_to_39_years,142805
Oregon,female,40_to_44_years,128182
Oregon,female,45_to_49_years,130282
Oregon,female,50_to_54_years,126653
Oregon,female,55_to_59_years,140593
Oregon,female,60_to_64_years,143826
Oregon,female,65_to_69_years,129014
Oregon,female,70_to_74_years,96802
Oregon,female,75_to_79_years,63280
Oregon,female,80_to_84_years,42076
Oregon,female,85_years_and_over,52869
Pennsylvania,female,Under_5_years,346569
Pennsylvania,female,5_to_9_years,356298
Pennsylvania,female,10_to_14_years,368969
Pennsylvania,female,15_to_19_years,399719
Pennsylvania,female,20_to_24_years,409452
Pennsylvania,female,25_to_29_years,426344
Pennsylvania,female,30_to_34_years,403574
Pennsylvania,female,35_to_39_years,384857
Pennsylvania,female,40_to_44_years,359775
Pennsylvania,female,45_to_49_years,412831
Pennsylvania,female,50_to_54_years,447755
Pennsylvania,female,55_to_59_years,480859
Pennsylvania,female,60_to_64_years,452217
Pennsylvania,female,65_to_69_years,381859
Pennsylvania,female,70_to_74_years,297657
Pennsylvania,female,75_to_79_years,216277
Pennsylvania,female,80_to_84_years,165756
Pennsylvania,female,85_years_and_over,223440
Rhode Island,female,Under_5_years,26716
Rhode Island,female,5_to_9_years,27134
Rhode Island,female,10_to_14_years,29084
Rhode Island,female,15_to_19_years,36449
Rhode Island,female,20_to_24_years,39130
Rhode Island,female,25_to_29_years,37298
Rhode Island,female,30_to_34_years,33990
Rhode Island,female,35_to_39_years,32209
Rhode Island,female,40_to_44_years,29996
Rhode Island,female,45_to_49_years,35166
Rhode Island,female,50_to_54_years,38916
Rhode Island,female,55_to_59_years,40472
Rhode Island,female,60_to_64_years,37007
Rhode Island,female,65_to_69_years,29919
Rhode Island,female,70_to_74_years,23370
Rhode Island,female,75_to_79_years,16285
Rhode Island,female,80_to_84_years,12473
Rhode Island,female,85_years_and_over,19034
South Carolina,female,Under_5_years,143689
South Carolina,female,5_to_9_years,151876
South Carolina,female,10_to_14_years,154120
South Carolina,female,15_to_19_years,157183
South Carolina,female,20_to_24_years,161521
South Carolina,female,25_to_29_years,177386
South Carolina,female,30_to_34_years,159746
South Carolina,female,35_to_39_years,158912
South Carolina,female,40_to_44_years,150956
South Carolina,female,45_to_49_years,164206
South Carolina,female,50_to_54_years,172206
South Carolina,female,55_to_59_years,179327
South Carolina,female,60_to_64_years,175543
South Carolina,female,65_to_69_years,160466
South Carolina,female,70_to_74_years,125685
South Carolina,female,75_to_79_years,82660
South Carolina,female,80_to_84_years,54434
South Carolina,female,85_years_and_over,56766
South Dakota,female,Under_5_years,29916
South Dakota,female,5_to_9_years,29380
South Dakota,female,10_to_14_years,28909
South Dakota,female,15_to_19_years,27226
South Dakota,female,20_to_24_years,28463
South Dakota,female,25_to_29_years,27289
South Dakota,female,30_to_34_years,27118
South Dakota,female,35_to_39_years,26372
South Dakota,female,40_to_44_years,22406
South Dakota,female,45_to_49_years,23216
South Dakota,female,50_to_54_years,25828
South Dakota,female,55_to_59_years,29842
South Dakota,female,60_to_64_years,28409
South Dakota,female,65_to_69_years,24059
South Dakota,female,70_to_74_years,16782
South Dakota,female,75_to_79_years,12026
South Dakota,female,80_to_84_years,9791
South Dakota,female,85_years_and_over,13674
Tennessee,female,Under_5_years,200090
Tennessee,female,5_to_9_years,202853
Tennessee,female,10_to_14_years,208860
Tennessee,female,15_to_19_years,207240
Tennessee,female,20_to_24_years,220953
Tennessee,female,25_to_29_years,242464
Tennessee,female,30_to_34_years,218514
Tennessee,female,35_to_39_years,216812
Tennessee,female,40_to_44_years,206534
Tennessee,female,45_to_49_years,224779
Tennessee,female,50_to_54_years,230360
Tennessee,female,55_to_59_years,236522
Tennessee,female,60_to_64_years,223177
Tennessee,female,65_to_69_years,193541
Tennessee,female,70_to_74_years,150958
Tennessee,female,75_to_79_years,105290
Tennessee,female,80_to_84_years,72623
Tennessee,female,85_years_and_over,78448
Texas,female,Under_5_years,993025
Texas,female,5_to_9_years,1000805
Texas,female,10_to_14_years,1012736
Texas,female,15_to_19_years,978094
Texas,female,20_to_24_years,962303
Texas,female,25_to_29_years,1035086
Texas,female,30_to_34_years,1009319
Texas,female,35_to_39_years,982601
Texas,female,40_to_44_years,918452
Texas,female,45_to_49_years,917835
Texas,female,50_to_54_years,868571
Texas,female,55_to_59_years,867324
Texas,female,60_to_64_years,772451
Texas,female,65_to_69_years,633332
Texas,female,70_to_74_years,478713
Texas,female,75_to_79_years,327494
Texas,female,80_to_84_years,230583
Texas,female,85_years_and_over,254079
Utah,female,Under_5_years,124123
Utah,female,5_to_9_years,125974
Utah,female,10_to_14_years,127051
Utah,female,15_to_19_years,118837
Utah,female,20_to_24_years,123890
Utah,female,25_to_29_years,117124
Utah,female,30_to_34_years,107879
Utah,female,35_to_39_years,112466
Utah,female,40_to_44_years,94928
Utah,female,45_to_49_years,82494
Utah,female,50_to_54_years,74699
Utah,female,55_to_59_years,78738
Utah,female,60_to_64_years,72282
Utah,female,65_to_69_years,59750
Utah,female,70_to_74_years,45212
Utah,female,75_to_79_years,30996
Utah,female,80_to_84_years,21624
Utah,female,85_years_and_over,22078
Vermont,female,Under_5_years,14469
Vermont,female,5_to_9_years,15217
Vermont,female,10_to_14_years,16429
Vermont,female,15_to_19_years,20438
Vermont,female,20_to_24_years,22429
Vermont,female,25_to_29_years,17640
Vermont,female,30_to_34_years,18180
Vermont,female,35_to_39_years,18175
Vermont,female,40_to_44_years,16992
Vermont,female,45_to_49_years,20054
Vermont,female,50_to_54_years,22579
Vermont,female,55_to_59_years,25367
Vermont,female,60_to_64_years,24227
Vermont,female,65_to_69_years,20687
Vermont,female,70_to_74_years,15694
Vermont,female,75_to_79_years,10274
Vermont,female,80_to_84_years,7206
Vermont,female,85_years_and_over,9344
Virginia,female,Under_5_years,249839
Virginia,female,5_to_9_years,252410
Virginia,female,10_to_14_years,257113
Virginia,female,15_to_19_years,265153
Virginia,female,20_to_24_years,280468
Virginia,female,25_to_29_years,294960
Virginia,female,30_to_34_years,290404
Virginia,female,35_to_39_years,285670
Virginia,female,40_to_44_years,264513
Virginia,female,45_to_49_years,287360
Virginia,female,50_to_54_years,298165
Virginia,female,55_to_59_years,299611
Virginia,female,60_to_64_years,269081
Virginia,female,65_to_69_years,227762
Virginia,female,70_to_74_years,178395
Virginia,female,75_to_79_years,121475
Virginia,female,80_to_84_years,83789
Virginia,female,85_years_and_over,97125
Washington,female,Under_5_years,223395
Washington,female,5_to_9_years,226827
Washington,female,10_to_14_years,221744
Washington,female,15_to_19_years,216216
Washington,female,20_to_24_years,229578
Washington,female,25_to_29_years,274047
Washington,female,30_to_34_years,265845
Washington,female,35_to_39_years,253594
Washington,female,40_to_44_years,225474
Washington,female,45_to_49_years,235643
Washington,female,50_to_54_years,234285
Washington,female,55_to_59_years,249766
Washington,female,60_to_64_years,239781
Washington,female,65_to_69_years,204546
Washington,female,70_to_74_years,152852
Washington,female,75_to_79_years,97924
Washington,female,80_to_84_years,66807
Washington,female,85_years_and_over,83946
Washington,female,Under_5_years,223395
Washington,female,5_to_9_years,226827
Washington,female,10_to_14_years,221744
Washington,female,15_to_19_years,216216
Washington,female,20_to_24_years,229578
Washington,female,25_to_29_years,274047
Washington,female,30_to_34_years,265845
Washington,female,35_to_39_years,253594
Washington,female,40_to_44_years,225474
Washington,female,45_to_49_years,235643
Washington,female,50_to_54_years,234285
Washington,female,55_to_59_years,249766
Washington,female,60_to_64_years,239781
Washington,female,65_to_69_years,204546
Washington,female,70_to_74_years,152852
Washington,female,75_to_79_years,97924
Washington,female,80_to_84_years,66807
Washington,female,85_years_and_over,83946
West Virginia,female,Under_5_years,48113
West Virginia,female,5_to_9_years,49755
West Virginia,female,10_to_14_years,50892
West Virginia,female,15_to_19_years,52305
West Virginia,female,20_to_24_years,55830
West Virginia,female,25_to_29_years,55097
West Virginia,female,30_to_34_years,50271
West Virginia,female,35_to_39_years,54758
West Virginia,female,40_to_44_years,53993
West Virginia,female,45_to_49_years,58446
West Virginia,female,50_to_54_years,61041
West Virginia,female,55_to_59_years,67304
West Virginia,female,60_to_64_years,67323
West Virginia,female,65_to_69_years,61951
West Virginia,female,70_to_74_years,46308
West Virginia,female,75_to_79_years,33685
West Virginia,female,80_to_84_years,24172
West Virginia,female,85_years_and_over,25993
Wisconsin,female,Under_5_years,164166
Wisconsin,female,5_to_9_years,172527
Wisconsin,female,10_to_14_years,179858
Wisconsin,female,15_to_19_years,186254
Wisconsin,female,20_to_24_years,197742
Wisconsin,female,25_to_29_years,176576
Wisconsin,female,30_to_34_years,180338
Wisconsin,female,35_to_39_years,180468
Wisconsin,female,40_to_44_years,162441
Wisconsin,female,45_to_49_years,179081
Wisconsin,female,50_to_54_years,200294
Wisconsin,female,55_to_59_years,216194
Wisconsin,female,60_to_64_years,195812
Wisconsin,female,65_to_69_years,163786
Wisconsin,female,70_to_74_years,120833
Wisconsin,female,75_to_79_years,87040
Wisconsin,female,80_to_84_years,65038
Wisconsin,female,85_years_and_over,84297
Wyoming,female,Under_5_years,17899
Wyoming,female,5_to_9_years,19020
Wyoming,female,10_to_14_years,18800
Wyoming,female,15_to_19_years,17250
Wyoming,female,20_to_24_years,17946
Wyoming,female,25_to_29_years,18891
Wyoming,female,30_to_34_years,19268
Wyoming,female,35_to_39_years,18427
Wyoming,female,40_to_44_years,15958
Wyoming,female,45_to_49_years,15758
Wyoming,female,50_to_54_years,16790
Wyoming,female,55_to_59_years,20122
Wyoming,female,60_to_64_years,20001
Wyoming,female,65_to_69_years,16072
Wyoming,female,70_to_74_years,11639
Wyoming,female,75_to_79_years,7964
Wyoming,female,80_to_84_years,5530
Wyoming,female,85_years_and_over,6542
Puerto Rico,female,Under_5_years,346569
Puerto Rico,female,5_to_9_years,356298
Puerto Rico,female,10_to_14_years,368969
Puerto Rico,female,15_to_19_years,399719
Puerto Rico,female,20_to_24_years,409452
Puerto Rico,female,25_to_29_years,426344
Puerto Rico,female,30_to_34_years,403574
Puerto Rico,female,35_to_39_years,384857
Puerto Rico,female,40_to_44_years,359775
Puerto Rico,female,45_to_49_years,412831
Puerto Rico,female,50_to_54_years,447755
Puerto Rico,female,55_to_59_years,480859
Puerto Rico,female,60_to_64_years,452217
Puerto Rico,female,65_to_69_years,381859
Puerto Rico,female,70_to_74_years,297657
Puerto Rico,female,75_to_79_years,216277
Puerto Rico,female,80_to_84_years,165756
Puerto Rico,female,85_years_and_over,223440
